codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
60040,PROD060040,NOM_PROD60040,DES_PROD60040,1,2,322,3,2659,0,2260,17.69,N,305,386,I
60041,PROD060041,NOM_PROD60041,DES_PROD60041,5,2,159,4,3007,0,2580,16.57,N,151,190,A
60042,PROD060042,NOM_PROD60042,DES_PROD60042,4,1,482,2,3902,0,3254,19.93,S,457,578,A
60043,PROD060043,NOM_PROD60043,DES_PROD60043,1,2,498,2,2433,0,2075,17.3,N,473,597,I
60044,PROD060044,NOM_PROD60044,DES_PROD60044,1,2,458,2,5385,0,4824,11.64,N,435,549,A
60045,PROD060045,NOM_PROD60045,DES_PROD60045,3,2,213,1,4857,0,4394,10.55,S,202,255,I
60046,PROD060046,NOM_PROD60046,DES_PROD60046,5,3,212,3,3015,0,2643,14.09,S,201,254,A
60047,PROD060047,NOM_PROD60047,DES_PROD60047,3,2,453,3,3105,0,2627,18.21,N,430,543,A
60048,PROD060048,NOM_PROD60048,DES_PROD60048,1,1,247,1,3370,0,2963,13.74,N,234,296,I
60049,PROD060049,NOM_PROD60049,DES_PROD60049,3,1,153,2,5065,0,4562,11.04,S,145,183,A
60050,PROD060050,NOM_PROD60050,DES_PROD60050,4,3,119,4,4986,0,4222,18.11,S,113,142,I
60051,PROD060051,NOM_PROD60051,DES_PROD60051,1,2,33,4,3156,0,2845,10.96,N,31,39,I
60052,PROD060052,NOM_PROD60052,DES_PROD60052,5,3,344,1,3305,0,2869,15.21,S,326,412,I
60053,PROD060053,NOM_PROD60053,DES_PROD60053,1,1,247,1,3420,0,2951,15.9,N,234,296,I
60054,PROD060054,NOM_PROD60054,DES_PROD60054,5,3,392,5,5512,0,4906,12.36,S,372,470,A
60055,PROD060055,NOM_PROD60055,DES_PROD60055,1,2,227,5,2506,0,2164,15.83,S,215,272,I
60056,PROD060056,NOM_PROD60056,DES_PROD60056,1,3,109,3,4258,0,3761,13.23,N,103,130,I
60057,PROD060057,NOM_PROD60057,DES_PROD60057,3,3,1,3,5468,0,4820,13.45,N,0,1,I
60058,PROD060058,NOM_PROD60058,DES_PROD60058,5,1,12,3,3371,0,3038,10.98,S,11,14,A
60059,PROD060059,NOM_PROD60059,DES_PROD60059,3,2,137,5,4323,0,3918,10.35,N,130,164,A
60060,PROD060060,NOM_PROD60060,DES_PROD60060,3,3,28,5,4038,0,3569,13.16,S,26,33,I
60061,PROD060061,NOM_PROD60061,DES_PROD60061,3,3,104,1,5040,0,4342,16.09,S,98,124,A
60062,PROD060062,NOM_PROD60062,DES_PROD60062,2,2,264,2,3048,0,2675,13.95,N,250,316,I
60063,PROD060063,NOM_PROD60063,DES_PROD60063,4,3,29,4,3467,0,2979,16.41,S,27,34,A
60064,PROD060064,NOM_PROD60064,DES_PROD60064,1,1,389,1,3820,0,3206,19.18,N,369,466,A
60065,PROD060065,NOM_PROD60065,DES_PROD60065,2,3,164,2,5006,0,4440,12.75,S,155,196,I
60066,PROD060066,NOM_PROD60066,DES_PROD60066,1,1,500,5,2715,0,2282,18.99,S,475,600,A
60067,PROD060067,NOM_PROD60067,DES_PROD60067,4,1,248,5,5752,0,4888,17.69,S,235,297,I
60068,PROD060068,NOM_PROD60068,DES_PROD60068,5,3,416,3,4453,0,4027,10.59,N,395,499,A
60069,PROD060069,NOM_PROD60069,DES_PROD60069,1,2,122,5,4636,0,4090,13.37,S,115,146,I
60070,PROD060070,NOM_PROD60070,DES_PROD60070,5,2,381,4,2615,0,2339,11.81,N,361,457,A
60071,PROD060071,NOM_PROD60071,DES_PROD60071,4,3,179,2,5698,0,4903,16.22,S,170,214,A
60072,PROD060072,NOM_PROD60072,DES_PROD60072,5,3,94,2,5382,0,4721,14.01,S,89,112,I
60073,PROD060073,NOM_PROD60073,DES_PROD60073,3,1,63,2,2152,0,1938,11.06,S,59,75,I
60074,PROD060074,NOM_PROD60074,DES_PROD60074,3,2,492,4,2917,0,2621,11.3,N,467,590,I
60075,PROD060075,NOM_PROD60075,DES_PROD60075,2,2,224,4,4836,0,4179,15.74,S,212,268,I
60076,PROD060076,NOM_PROD60076,DES_PROD60076,5,2,346,5,2823,0,2528,11.7,S,328,415,I
60077,PROD060077,NOM_PROD60077,DES_PROD60077,1,3,333,5,4823,0,4035,19.53,S,316,399,A
60078,PROD060078,NOM_PROD60078,DES_PROD60078,1,1,478,3,3936,0,3458,13.84,N,454,573,A
60079,PROD060079,NOM_PROD60079,DES_PROD60079,4,1,318,5,4025,0,3601,11.79,S,302,381,I
60080,PROD060080,NOM_PROD60080,DES_PROD60080,5,3,176,5,4747,0,4037,17.6,S,167,211,I
60081,PROD060081,NOM_PROD60081,DES_PROD60081,5,2,2,2,3658,0,3112,17.56,S,1,2,I
60082,PROD060082,NOM_PROD60082,DES_PROD60082,2,3,443,1,3189,0,2825,12.92,S,420,531,I
60083,PROD060083,NOM_PROD60083,DES_PROD60083,5,3,410,4,4435,0,3846,15.34,S,389,492,A
60084,PROD060084,NOM_PROD60084,DES_PROD60084,2,2,275,1,4129,0,3687,12.01,N,261,330,I
60085,PROD060085,NOM_PROD60085,DES_PROD60085,1,3,214,3,3638,0,3115,16.81,S,203,256,I
60086,PROD060086,NOM_PROD60086,DES_PROD60086,5,1,423,4,2827,0,2473,14.35,N,401,507,A
60087,PROD060087,NOM_PROD60087,DES_PROD60087,4,3,483,4,4179,0,3795,10.12,S,458,579,I
60088,PROD060088,NOM_PROD60088,DES_PROD60088,5,2,483,2,4790,0,4246,12.83,S,458,579,A
60089,PROD060089,NOM_PROD60089,DES_PROD60089,2,3,323,2,2859,0,2470,15.77,N,306,387,I
60090,PROD060090,NOM_PROD60090,DES_PROD60090,3,2,353,1,5754,0,4912,17.15,S,335,423,A
60091,PROD060091,NOM_PROD60091,DES_PROD60091,5,1,255,3,4878,0,4345,12.28,S,242,306,A
60092,PROD060092,NOM_PROD60092,DES_PROD60092,2,2,351,5,4364,0,3908,11.68,N,333,421,A
60093,PROD060093,NOM_PROD60093,DES_PROD60093,3,3,462,1,3943,0,3446,14.43,S,438,554,I
60094,PROD060094,NOM_PROD60094,DES_PROD60094,2,3,94,1,3591,0,3209,11.92,N,89,112,A
60095,PROD060095,NOM_PROD60095,DES_PROD60095,3,2,158,2,2784,0,2480,12.28,N,150,189,A
60096,PROD060096,NOM_PROD60096,DES_PROD60096,2,1,85,1,3106,0,2778,11.84,S,80,102,I
60097,PROD060097,NOM_PROD60097,DES_PROD60097,3,2,298,5,3415,0,2990,14.23,N,283,357,I
60098,PROD060098,NOM_PROD60098,DES_PROD60098,2,3,492,2,3036,0,2734,11.07,N,467,590,A
60099,PROD060099,NOM_PROD60099,DES_PROD60099,4,3,480,5,4284,0,3699,15.82,N,456,576,A
60100,PROD060100,NOM_PROD60100,DES_PROD60100,3,1,142,3,4109,0,3502,17.36,S,134,170,A
60101,PROD060101,NOM_PROD60101,DES_PROD60101,1,2,494,5,5758,0,4944,16.48,S,469,592,I
60102,PROD060102,NOM_PROD60102,DES_PROD60102,4,3,65,3,4008,0,3385,18.43,S,61,78,I
60103,PROD060103,NOM_PROD60103,DES_PROD60103,3,2,13,1,3546,0,3133,13.2,N,12,15,A
60104,PROD060104,NOM_PROD60104,DES_PROD60104,4,1,409,1,5160,0,4567,12.99,S,388,490,A
60105,PROD060105,NOM_PROD60105,DES_PROD60105,1,2,87,4,3253,0,2953,10.19,S,82,104,I
60106,PROD060106,NOM_PROD60106,DES_PROD60106,4,3,475,5,4897,0,4119,18.9,N,451,570,I
60107,PROD060107,NOM_PROD60107,DES_PROD60107,1,1,362,1,3297,0,2786,18.36,S,343,434,A
60108,PROD060108,NOM_PROD60108,DES_PROD60108,5,1,48,1,3061,0,2780,10.14,S,45,57,I
60109,PROD060109,NOM_PROD60109,DES_PROD60109,3,3,327,4,3874,0,3521,10.04,N,310,392,I
60110,PROD060110,NOM_PROD60110,DES_PROD60110,2,2,374,1,3196,0,2760,15.82,N,355,448,A
60111,PROD060111,NOM_PROD60111,DES_PROD60111,5,1,139,2,5315,0,4669,13.84,N,132,166,I
60112,PROD060112,NOM_PROD60112,DES_PROD60112,3,1,137,1,5064,0,4558,11.11,N,130,164,I
60113,PROD060113,NOM_PROD60113,DES_PROD60113,2,3,325,4,4827,0,4359,10.75,S,308,390,A
60114,PROD060114,NOM_PROD60114,DES_PROD60114,4,1,429,2,4986,0,4230,17.88,N,407,514,I
60115,PROD060115,NOM_PROD60115,DES_PROD60115,1,2,320,2,4877,0,4168,17.02,N,304,384,I
60116,PROD060116,NOM_PROD60116,DES_PROD60116,2,1,193,3,5210,0,4708,10.67,N,183,231,A
60117,PROD060117,NOM_PROD60117,DES_PROD60117,2,3,482,1,4324,0,3722,16.18,S,457,578,A
60118,PROD060118,NOM_PROD60118,DES_PROD60118,1,1,342,4,2635,0,2204,19.6,N,324,410,A
60119,PROD060119,NOM_PROD60119,DES_PROD60119,5,1,398,1,3922,0,3550,10.49,N,378,477,A
60120,PROD060120,NOM_PROD60120,DES_PROD60120,4,3,412,5,3011,0,2698,11.63,S,391,494,I
60121,PROD060121,NOM_PROD60121,DES_PROD60121,4,3,325,5,3330,0,2936,13.45,N,308,390,I
60122,PROD060122,NOM_PROD60122,DES_PROD60122,4,2,319,1,4119,0,3622,13.74,N,303,382,I
60123,PROD060123,NOM_PROD60123,DES_PROD60123,4,1,447,5,4128,0,3627,13.83,S,424,536,I
60124,PROD060124,NOM_PROD60124,DES_PROD60124,2,3,417,1,2900,0,2445,18.63,S,396,500,A
60125,PROD060125,NOM_PROD60125,DES_PROD60125,2,2,19,2,3323,0,2948,12.75,N,18,22,A
60126,PROD060126,NOM_PROD60126,DES_PROD60126,1,1,477,2,4605,0,4107,12.14,S,453,572,I
60127,PROD060127,NOM_PROD60127,DES_PROD60127,3,1,288,5,2959,0,2649,11.73,N,273,345,I
60128,PROD060128,NOM_PROD60128,DES_PROD60128,2,2,161,2,4873,0,4303,13.26,S,152,193,I
60129,PROD060129,NOM_PROD60129,DES_PROD60129,4,1,88,3,3872,0,3486,11.1,N,83,105,I
60130,PROD060130,NOM_PROD60130,DES_PROD60130,2,2,421,2,5183,0,4568,13.48,S,399,505,A
60131,PROD060131,NOM_PROD60131,DES_PROD60131,4,2,166,2,3346,0,3029,10.49,N,157,199,A
60132,PROD060132,NOM_PROD60132,DES_PROD60132,2,2,233,1,4158,0,3556,16.93,N,221,279,I
60133,PROD060133,NOM_PROD60133,DES_PROD60133,2,1,395,1,2389,0,2156,10.85,N,375,474,I
60134,PROD060134,NOM_PROD60134,DES_PROD60134,2,1,405,3,4294,0,3727,15.24,N,384,486,A
60135,PROD060135,NOM_PROD60135,DES_PROD60135,4,3,281,1,3959,0,3517,12.58,N,266,337,I
60136,PROD060136,NOM_PROD60136,DES_PROD60136,1,3,499,2,4018,0,3413,17.75,N,474,598,A
60137,PROD060137,NOM_PROD60137,DES_PROD60137,2,2,185,2,5162,0,4445,16.14,N,175,222,I
60138,PROD060138,NOM_PROD60138,DES_PROD60138,2,3,375,3,2106,0,1893,11.29,S,356,450,A
60139,PROD060139,NOM_PROD60139,DES_PROD60139,1,1,449,3,2673,0,2300,16.23,S,426,538,I
60140,PROD060140,NOM_PROD60140,DES_PROD60140,5,1,41,3,2712,0,2278,19.06,N,38,49,I
60141,PROD060141,NOM_PROD60141,DES_PROD60141,1,2,13,5,4396,0,3689,19.17,N,12,15,I
60142,PROD060142,NOM_PROD60142,DES_PROD60142,3,2,212,3,3581,0,3060,17.03,S,201,254,I
60143,PROD060143,NOM_PROD60143,DES_PROD60143,2,3,61,1,2898,0,2572,12.69,S,57,73,I
60144,PROD060144,NOM_PROD60144,DES_PROD60144,3,1,134,1,5429,0,4929,10.15,N,127,160,I
60145,PROD060145,NOM_PROD60145,DES_PROD60145,3,2,375,1,3253,0,2833,14.86,N,356,450,I
60146,PROD060146,NOM_PROD60146,DES_PROD60146,1,2,208,3,5776,0,4912,17.6,N,197,249,I
60147,PROD060147,NOM_PROD60147,DES_PROD60147,5,2,17,2,3735,0,3291,13.52,S,16,20,I
60148,PROD060148,NOM_PROD60148,DES_PROD60148,5,2,77,2,4035,0,3611,11.75,S,73,92,A
60149,PROD060149,NOM_PROD60149,DES_PROD60149,4,2,159,1,5632,0,4859,15.92,N,151,190,A
60150,PROD060150,NOM_PROD60150,DES_PROD60150,1,1,46,5,4328,0,3808,13.67,N,43,55,I
60151,PROD060151,NOM_PROD60151,DES_PROD60151,2,3,431,2,4997,0,4316,15.8,S,409,517,I
60152,PROD060152,NOM_PROD60152,DES_PROD60152,2,3,176,4,3247,0,2876,12.91,S,167,211,A
60153,PROD060153,NOM_PROD60153,DES_PROD60153,4,2,177,2,3484,0,2913,19.63,S,168,212,A
60154,PROD060154,NOM_PROD60154,DES_PROD60154,3,2,18,5,4871,0,4130,17.96,N,17,21,A
60155,PROD060155,NOM_PROD60155,DES_PROD60155,1,1,283,2,3932,0,3322,18.37,N,268,339,A
60156,PROD060156,NOM_PROD60156,DES_PROD60156,2,2,118,3,2753,0,2322,18.59,N,112,141,I
60157,PROD060157,NOM_PROD60157,DES_PROD60157,3,3,53,3,2777,0,2402,15.64,S,50,63,I
60158,PROD060158,NOM_PROD60158,DES_PROD60158,3,2,365,3,2206,0,1891,16.7,N,346,438,A
60159,PROD060159,NOM_PROD60159,DES_PROD60159,3,2,171,4,5284,0,4722,11.91,S,162,205,A
60160,PROD060160,NOM_PROD60160,DES_PROD60160,1,2,114,1,4848,0,4347,11.53,S,108,136,I
60161,PROD060161,NOM_PROD60161,DES_PROD60161,2,1,497,2,3201,0,2869,11.6,N,472,596,A
60162,PROD060162,NOM_PROD60162,DES_PROD60162,3,3,200,4,4134,0,3446,19.97,N,190,240,A
60163,PROD060163,NOM_PROD60163,DES_PROD60163,4,1,104,4,5683,0,4933,15.21,N,98,124,I
60164,PROD060164,NOM_PROD60164,DES_PROD60164,5,2,3,4,5198,0,4516,15.12,N,2,3,A
60165,PROD060165,NOM_PROD60165,DES_PROD60165,5,3,81,2,4435,0,3811,16.38,S,76,97,I
60166,PROD060166,NOM_PROD60166,DES_PROD60166,3,3,436,1,3573,0,3110,14.91,S,414,523,I
60167,PROD060167,NOM_PROD60167,DES_PROD60167,2,2,40,3,3924,0,3496,12.25,N,38,48,A
60168,PROD060168,NOM_PROD60168,DES_PROD60168,1,2,374,2,3415,0,2961,15.35,N,355,448,A
60169,PROD060169,NOM_PROD60169,DES_PROD60169,1,3,474,5,4863,0,4419,10.06,S,450,568,I
60170,PROD060170,NOM_PROD60170,DES_PROD60170,5,1,277,5,4473,0,3817,17.2,S,263,332,I
60171,PROD060171,NOM_PROD60171,DES_PROD60171,3,2,114,2,4729,0,4144,14.13,N,108,136,A
60172,PROD060172,NOM_PROD60172,DES_PROD60172,2,2,368,1,5187,0,4389,18.2,N,349,441,I
60173,PROD060173,NOM_PROD60173,DES_PROD60173,5,2,426,4,4983,0,4219,18.11,S,404,511,A
60174,PROD060174,NOM_PROD60174,DES_PROD60174,5,1,494,2,5536,0,4795,15.47,N,469,592,A
60175,PROD060175,NOM_PROD60175,DES_PROD60175,3,2,210,4,2611,0,2225,17.35,S,199,252,A
60176,PROD060176,NOM_PROD60176,DES_PROD60176,1,3,222,2,4982,0,4495,10.85,N,210,266,I
60177,PROD060177,NOM_PROD60177,DES_PROD60177,3,1,307,4,4674,0,3936,18.76,S,291,368,I
60178,PROD060178,NOM_PROD60178,DES_PROD60178,2,1,216,4,3205,0,2821,13.63,N,205,259,A
60179,PROD060179,NOM_PROD60179,DES_PROD60179,1,3,399,2,2874,0,2526,13.79,S,379,478,I
60180,PROD060180,NOM_PROD60180,DES_PROD60180,4,1,210,4,4154,0,3689,12.62,S,199,252,A
60181,PROD060181,NOM_PROD60181,DES_PROD60181,5,3,115,5,3641,0,3151,15.57,N,109,138,I
60182,PROD060182,NOM_PROD60182,DES_PROD60182,2,3,457,3,4117,0,3707,11.08,N,434,548,A
60183,PROD060183,NOM_PROD60183,DES_PROD60183,4,3,14,5,2908,0,2568,13.25,S,13,16,I
60184,PROD060184,NOM_PROD60184,DES_PROD60184,5,1,240,1,3226,0,2862,12.73,N,228,288,I
60185,PROD060185,NOM_PROD60185,DES_PROD60185,1,3,424,3,4351,0,3910,11.28,N,402,508,I
60186,PROD060186,NOM_PROD60186,DES_PROD60186,5,2,125,5,3382,0,2999,12.78,S,118,150,I
60187,PROD060187,NOM_PROD60187,DES_PROD60187,5,2,267,1,5228,0,4532,15.37,N,253,320,I
60188,PROD060188,NOM_PROD60188,DES_PROD60188,1,1,177,2,2098,0,1892,10.93,S,168,212,I
60189,PROD060189,NOM_PROD60189,DES_PROD60189,5,3,85,5,4301,0,3831,12.28,N,80,102,I
60190,PROD060190,NOM_PROD60190,DES_PROD60190,1,1,418,4,5423,0,4704,15.29,N,397,501,I
60191,PROD060191,NOM_PROD60191,DES_PROD60191,2,1,299,5,3789,0,3306,14.61,N,284,358,I
60192,PROD060192,NOM_PROD60192,DES_PROD60192,3,1,76,1,2682,0,2396,11.96,S,72,91,A
60193,PROD060193,NOM_PROD60193,DES_PROD60193,3,3,296,5,3690,0,3220,14.61,N,281,355,A
60194,PROD060194,NOM_PROD60194,DES_PROD60194,3,1,341,4,5547,0,4927,12.6,N,323,409,A
60195,PROD060195,NOM_PROD60195,DES_PROD60195,5,3,167,1,4025,0,3453,16.58,S,158,200,I
60196,PROD060196,NOM_PROD60196,DES_PROD60196,5,1,394,3,3136,0,2746,14.23,N,374,472,I
60197,PROD060197,NOM_PROD60197,DES_PROD60197,2,3,117,4,2696,0,2251,19.79,S,111,140,A
60198,PROD060198,NOM_PROD60198,DES_PROD60198,5,2,402,1,3883,0,3304,17.53,S,381,482,I
60199,PROD060199,NOM_PROD60199,DES_PROD60199,1,2,1,4,2891,0,2625,10.15,S,0,1,A
60200,PROD060200,NOM_PROD60200,DES_PROD60200,2,3,488,5,3223,0,2861,12.67,N,463,585,I
60201,PROD060201,NOM_PROD60201,DES_PROD60201,1,2,399,2,5188,0,4695,10.52,S,379,478,A
60202,PROD060202,NOM_PROD60202,DES_PROD60202,2,3,494,2,4979,0,4283,16.26,S,469,592,A
60203,PROD060203,NOM_PROD60203,DES_PROD60203,2,2,490,4,4794,0,4184,14.59,S,465,588,A
60204,PROD060204,NOM_PROD60204,DES_PROD60204,3,2,142,1,3768,0,3330,13.17,S,134,170,I
60205,PROD060205,NOM_PROD60205,DES_PROD60205,1,1,50,5,5439,0,4810,13.08,S,47,60,I
60206,PROD060206,NOM_PROD60206,DES_PROD60206,5,3,140,1,4066,0,3528,15.26,N,133,168,I
60207,PROD060207,NOM_PROD60207,DES_PROD60207,1,2,165,4,4360,0,3885,12.25,N,156,198,I
60208,PROD060208,NOM_PROD60208,DES_PROD60208,3,2,295,5,4481,0,4017,11.56,N,280,354,I
60209,PROD060209,NOM_PROD60209,DES_PROD60209,2,1,71,5,3342,0,2834,17.96,S,67,85,I
60210,PROD060210,NOM_PROD60210,DES_PROD60210,3,3,177,3,3184,0,2876,10.73,N,168,212,A
60211,PROD060211,NOM_PROD60211,DES_PROD60211,4,2,120,2,5227,0,4612,13.34,N,114,144,I
60212,PROD060212,NOM_PROD60212,DES_PROD60212,5,1,14,3,5274,0,4702,12.18,S,13,16,A
60213,PROD060213,NOM_PROD60213,DES_PROD60213,4,3,368,4,3865,0,3479,11.12,S,349,441,A
60214,PROD060214,NOM_PROD60214,DES_PROD60214,4,3,499,4,4255,0,3766,12.99,S,474,598,A
60215,PROD060215,NOM_PROD60215,DES_PROD60215,3,1,413,2,4129,0,3656,12.95,S,392,495,I
60216,PROD060216,NOM_PROD60216,DES_PROD60216,3,1,8,5,5287,0,4584,15.35,N,7,9,A
60217,PROD060217,NOM_PROD60217,DES_PROD60217,5,3,134,2,2779,0,2396,16.01,N,127,160,I
60218,PROD060218,NOM_PROD60218,DES_PROD60218,2,2,433,2,2892,0,2590,11.67,N,411,519,I
60219,PROD060219,NOM_PROD60219,DES_PROD60219,4,3,353,1,4235,0,3618,17.07,S,335,423,I
60220,PROD060220,NOM_PROD60220,DES_PROD60220,4,2,18,5,3424,0,3007,13.87,N,17,21,I
60221,PROD060221,NOM_PROD60221,DES_PROD60221,3,2,439,5,3222,0,2922,10.29,S,417,526,I
60222,PROD060222,NOM_PROD60222,DES_PROD60222,5,2,453,5,3289,0,2790,17.9,S,430,543,A
60223,PROD060223,NOM_PROD60223,DES_PROD60223,2,2,339,5,4133,0,3466,19.26,S,322,406,I
60224,PROD060224,NOM_PROD60224,DES_PROD60224,2,3,476,3,2662,0,2313,15.1,S,452,571,I
60225,PROD060225,NOM_PROD60225,DES_PROD60225,5,2,292,3,4660,0,4201,10.93,S,277,350,A
60226,PROD060226,NOM_PROD60226,DES_PROD60226,1,2,262,5,4807,0,4326,11.13,N,248,314,A
60227,PROD060227,NOM_PROD60227,DES_PROD60227,5,3,196,3,4797,0,4122,16.39,N,186,235,I
60228,PROD060228,NOM_PROD60228,DES_PROD60228,5,2,114,3,2273,0,1903,19.46,N,108,136,A
60229,PROD060229,NOM_PROD60229,DES_PROD60229,4,2,402,4,4539,0,4002,13.44,S,381,482,A
60230,PROD060230,NOM_PROD60230,DES_PROD60230,5,1,127,1,4490,0,3797,18.26,S,120,152,A
60231,PROD060231,NOM_PROD60231,DES_PROD60231,4,1,288,1,3026,0,2563,18.07,S,273,345,A
60232,PROD060232,NOM_PROD60232,DES_PROD60232,3,1,349,5,2612,0,2259,15.66,S,331,418,I
60233,PROD060233,NOM_PROD60233,DES_PROD60233,3,1,308,5,3687,0,3230,14.17,N,292,369,A
60234,PROD060234,NOM_PROD60234,DES_PROD60234,2,3,408,4,3291,0,2752,19.62,S,387,489,A
60235,PROD060235,NOM_PROD60235,DES_PROD60235,1,2,37,1,4865,0,4320,12.63,N,35,44,I
60236,PROD060236,NOM_PROD60236,DES_PROD60236,5,2,171,4,2296,0,2048,12.13,N,162,205,A
60237,PROD060237,NOM_PROD60237,DES_PROD60237,1,1,399,5,4060,0,3507,15.78,S,379,478,A
60238,PROD060238,NOM_PROD60238,DES_PROD60238,5,3,272,1,2695,0,2364,14.03,S,258,326,A
60239,PROD060239,NOM_PROD60239,DES_PROD60239,5,2,341,2,4515,0,3963,13.93,N,323,409,A
60240,PROD060240,NOM_PROD60240,DES_PROD60240,2,2,209,5,2461,0,2061,19.42,S,198,250,I
60241,PROD060241,NOM_PROD60241,DES_PROD60241,1,1,39,4,4715,0,3989,18.22,S,37,46,I
60242,PROD060242,NOM_PROD60242,DES_PROD60242,1,1,119,5,3653,0,3064,19.24,N,113,142,I
60243,PROD060243,NOM_PROD60243,DES_PROD60243,2,2,258,3,4500,0,3878,16.06,S,245,309,I
60244,PROD060244,NOM_PROD60244,DES_PROD60244,5,1,99,5,4276,0,3697,15.67,S,94,118,I
60245,PROD060245,NOM_PROD60245,DES_PROD60245,2,1,203,3,2395,0,2147,11.58,N,192,243,A
