codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
10018,PROD010018,NOM_PROD10018,DES_PROD10018,5,3,432,5,2468,0,2211,11.66,S,410,518,A
10019,PROD010019,NOM_PROD10019,DES_PROD10019,4,3,413,5,2950,0,2571,14.76,S,392,495,I
10020,PROD010020,NOM_PROD10020,DES_PROD10020,5,3,275,4,2312,0,1963,17.79,N,261,330,A
10021,PROD010021,NOM_PROD10021,DES_PROD10021,2,1,276,4,3111,0,2609,19.25,N,262,331,I
10022,PROD010022,NOM_PROD10022,DES_PROD10022,3,1,428,1,4820,0,4187,15.12,S,406,513,A
10023,PROD010023,NOM_PROD10023,DES_PROD10023,3,1,127,2,2230,0,1918,16.28,S,120,152,I
10024,PROD010024,NOM_PROD10024,DES_PROD10024,1,2,173,1,4736,0,4297,10.22,S,164,207,I
10025,PROD010025,NOM_PROD10025,DES_PROD10025,2,1,287,3,3529,0,2946,19.8,S,272,344,A
10026,PROD010026,NOM_PROD10026,DES_PROD10026,4,3,31,2,4382,0,3696,18.57,N,29,37,I
10027,PROD010027,NOM_PROD10027,DES_PROD10027,1,3,48,2,4101,0,3510,16.86,N,45,57,A
10028,PROD010028,NOM_PROD10028,DES_PROD10028,4,1,274,3,2998,0,2536,18.25,S,260,328,I
10029,PROD010029,NOM_PROD10029,DES_PROD10029,2,1,432,1,5321,0,4782,11.29,S,410,518,I
10030,PROD010030,NOM_PROD10030,DES_PROD10030,5,3,422,4,5412,0,4563,18.61,N,400,506,I
10031,PROD010031,NOM_PROD10031,DES_PROD10031,1,2,249,3,2888,0,2571,12.35,S,236,298,I
10032,PROD010032,NOM_PROD10032,DES_PROD10032,4,3,160,5,5011,0,4258,17.7,S,152,192,A
10033,PROD010033,NOM_PROD10033,DES_PROD10033,2,3,273,5,3004,0,2665,12.74,S,259,327,A
10034,PROD010034,NOM_PROD10034,DES_PROD10034,4,1,318,5,2371,0,2083,13.84,N,302,381,A
10035,PROD010035,NOM_PROD10035,DES_PROD10035,2,1,373,5,3256,0,2859,13.92,S,354,447,A
10036,PROD010036,NOM_PROD10036,DES_PROD10036,2,2,16,5,2412,0,2134,13.07,N,15,19,I
10037,PROD010037,NOM_PROD10037,DES_PROD10037,3,2,124,1,4366,0,3717,17.47,S,117,148,I
10038,PROD010038,NOM_PROD10038,DES_PROD10038,3,1,444,3,2261,0,2036,11.07,N,421,532,A
10039,PROD010039,NOM_PROD10039,DES_PROD10039,5,3,386,1,5021,0,4431,13.33,N,366,463,A
10040,PROD010040,NOM_PROD10040,DES_PROD10040,4,3,451,3,3858,0,3439,12.2,S,428,541,A
10041,PROD010041,NOM_PROD10041,DES_PROD10041,3,1,108,5,2658,0,2308,15.17,N,102,129,I
10042,PROD010042,NOM_PROD10042,DES_PROD10042,2,1,419,4,3156,0,2753,14.67,N,398,502,I
10043,PROD010043,NOM_PROD10043,DES_PROD10043,3,1,399,5,2995,0,2659,12.66,S,379,478,A
10044,PROD010044,NOM_PROD10044,DES_PROD10044,1,2,449,2,3040,0,2644,14.99,N,426,538,I
10045,PROD010045,NOM_PROD10045,DES_PROD10045,3,1,262,1,4269,0,3586,19.06,N,248,314,A
10046,PROD010046,NOM_PROD10046,DES_PROD10046,5,1,320,5,4512,0,3932,14.77,N,304,384,I
10047,PROD010047,NOM_PROD10047,DES_PROD10047,5,2,269,2,4514,0,3988,13.21,S,255,322,A
10048,PROD010048,NOM_PROD10048,DES_PROD10048,3,1,338,3,4417,0,3993,10.63,N,321,405,A
10049,PROD010049,NOM_PROD10049,DES_PROD10049,3,3,411,3,4637,0,4146,11.85,S,390,493,I
10050,PROD010050,NOM_PROD10050,DES_PROD10050,3,2,244,3,4767,0,4079,16.88,S,231,292,I
10051,PROD010051,NOM_PROD10051,DES_PROD10051,3,1,266,5,2253,0,2040,10.47,N,252,319,A
10052,PROD010052,NOM_PROD10052,DES_PROD10052,2,1,228,3,4844,0,4093,18.36,N,216,273,I
10053,PROD010053,NOM_PROD10053,DES_PROD10053,4,2,70,3,5440,0,4829,12.67,N,66,84,I
10054,PROD010054,NOM_PROD10054,DES_PROD10054,5,1,298,1,4720,0,4158,13.52,N,283,357,I
10055,PROD010055,NOM_PROD10055,DES_PROD10055,5,2,324,5,4972,0,4284,16.08,N,307,388,A
10056,PROD010056,NOM_PROD10056,DES_PROD10056,1,2,185,3,5422,0,4787,13.28,N,175,222,I
10057,PROD010057,NOM_PROD10057,DES_PROD10057,1,1,177,5,5181,0,4638,11.71,S,168,212,I
10058,PROD010058,NOM_PROD10058,DES_PROD10058,2,2,169,1,3964,0,3596,10.24,S,160,202,I
10059,PROD010059,NOM_PROD10059,DES_PROD10059,3,3,232,5,4533,0,4102,10.52,S,220,278,A
10060,PROD010060,NOM_PROD10060,DES_PROD10060,2,3,302,5,2963,0,2489,19.08,N,286,362,I
10061,PROD010061,NOM_PROD10061,DES_PROD10061,3,2,117,3,3332,0,2961,12.54,N,111,140,I
10062,PROD010062,NOM_PROD10062,DES_PROD10062,4,1,198,2,2377,0,1996,19.1,S,188,237,I
10063,PROD010063,NOM_PROD10063,DES_PROD10063,1,3,181,4,2119,0,1919,10.47,N,171,217,A
10064,PROD010064,NOM_PROD10064,DES_PROD10064,3,1,290,3,5511,0,4659,18.3,S,275,348,I
10065,PROD010065,NOM_PROD10065,DES_PROD10065,3,2,233,5,5138,0,4603,11.63,S,221,279,A
10066,PROD010066,NOM_PROD10066,DES_PROD10066,3,3,276,2,4547,0,3878,17.26,N,262,331,A
10067,PROD010067,NOM_PROD10067,DES_PROD10067,1,2,355,1,3480,0,3000,16.01,S,337,426,A
10068,PROD010068,NOM_PROD10068,DES_PROD10068,3,1,85,1,2977,0,2684,10.93,S,80,102,I
10069,PROD010069,NOM_PROD10069,DES_PROD10069,2,1,289,3,3203,0,2841,12.76,N,274,346,I
10070,PROD010070,NOM_PROD10070,DES_PROD10070,4,1,25,4,3932,0,3531,11.38,N,23,30,A
10071,PROD010071,NOM_PROD10071,DES_PROD10071,3,2,488,3,3085,0,2772,11.31,S,463,585,I
10072,PROD010072,NOM_PROD10072,DES_PROD10072,1,2,260,2,4727,0,4226,11.87,N,247,312,I
10073,PROD010073,NOM_PROD10073,DES_PROD10073,4,2,466,5,4630,0,3916,18.25,S,442,559,I
10074,PROD010074,NOM_PROD10074,DES_PROD10074,3,2,249,5,3925,0,3479,12.83,N,236,298,I
10075,PROD010075,NOM_PROD10075,DES_PROD10075,1,3,314,3,5366,0,4483,19.7,N,298,376,I
10076,PROD010076,NOM_PROD10076,DES_PROD10076,5,2,380,2,3777,0,3318,13.85,S,361,456,I
10077,PROD010077,NOM_PROD10077,DES_PROD10077,1,3,37,3,4094,0,3722,10.01,N,35,44,A
10078,PROD010078,NOM_PROD10078,DES_PROD10078,5,2,106,5,2984,0,2620,13.9,N,100,127,A
10079,PROD010079,NOM_PROD10079,DES_PROD10079,2,2,417,3,3778,0,3294,14.71,N,396,500,A
10080,PROD010080,NOM_PROD10080,DES_PROD10080,1,2,36,3,4040,0,3400,18.85,S,34,43,I
10081,PROD010081,NOM_PROD10081,DES_PROD10081,2,3,1,2,4957,0,4198,18.1,N,0,1,A
10082,PROD010082,NOM_PROD10082,DES_PROD10082,3,3,69,1,5277,0,4478,17.85,N,65,82,A
10083,PROD010083,NOM_PROD10083,DES_PROD10083,5,1,435,4,2448,0,2062,18.76,N,413,522,I
10084,PROD010084,NOM_PROD10084,DES_PROD10084,2,2,308,1,3187,0,2702,17.96,N,292,369,A
10085,PROD010085,NOM_PROD10085,DES_PROD10085,3,1,500,3,4165,0,3477,19.79,S,475,600,I
10086,PROD010086,NOM_PROD10086,DES_PROD10086,4,2,251,5,2097,0,1892,10.87,S,238,301,A
10087,PROD010087,NOM_PROD10087,DES_PROD10087,1,2,135,1,5226,0,4594,13.76,N,128,162,I
10088,PROD010088,NOM_PROD10088,DES_PROD10088,2,1,328,1,4846,0,4309,12.48,N,311,393,A
10089,PROD010089,NOM_PROD10089,DES_PROD10089,3,2,475,4,4276,0,3752,13.98,N,451,570,A
10090,PROD010090,NOM_PROD10090,DES_PROD10090,1,2,478,2,4200,0,3685,13.98,S,454,573,A
10091,PROD010091,NOM_PROD10091,DES_PROD10091,3,3,31,3,2499,0,2161,15.66,S,29,37,A
10092,PROD010092,NOM_PROD10092,DES_PROD10092,5,2,238,1,3636,0,3045,19.41,N,226,285,I
10093,PROD010093,NOM_PROD10093,DES_PROD10093,4,3,346,2,3008,0,2571,17.0,S,328,415,A
10094,PROD010094,NOM_PROD10094,DES_PROD10094,1,2,356,4,3132,0,2660,17.78,N,338,427,I
10095,PROD010095,NOM_PROD10095,DES_PROD10095,4,3,189,5,2764,0,2411,14.67,N,179,226,I
10096,PROD010096,NOM_PROD10096,DES_PROD10096,4,3,164,2,4203,0,3768,11.56,S,155,196,A
10097,PROD010097,NOM_PROD10097,DES_PROD10097,2,2,229,4,3747,0,3301,13.52,S,217,274,I
10098,PROD010098,NOM_PROD10098,DES_PROD10098,3,1,170,2,5339,0,4488,18.98,N,161,204,A
10099,PROD010099,NOM_PROD10099,DES_PROD10099,4,2,181,3,2710,0,2287,18.5,N,171,217,I
10100,PROD010100,NOM_PROD10100,DES_PROD10100,2,2,481,4,5351,0,4809,11.29,N,456,577,I
10101,PROD010101,NOM_PROD10101,DES_PROD10101,3,1,281,2,3045,0,2714,12.2,S,266,337,A
10102,PROD010102,NOM_PROD10102,DES_PROD10102,1,2,161,3,3367,0,3043,10.65,N,152,193,A
10103,PROD010103,NOM_PROD10103,DES_PROD10103,2,2,357,3,3906,0,3506,11.43,S,339,428,A
10104,PROD010104,NOM_PROD10104,DES_PROD10104,4,3,482,2,3022,0,2682,12.69,S,457,578,I
10105,PROD010105,NOM_PROD10105,DES_PROD10105,1,1,366,4,3490,0,2920,19.55,S,347,439,A
10106,PROD010106,NOM_PROD10106,DES_PROD10106,4,2,307,2,3652,0,3135,16.52,N,291,368,I
10107,PROD010107,NOM_PROD10107,DES_PROD10107,2,3,48,4,2235,0,2030,10.1,N,45,57,A
10108,PROD010108,NOM_PROD10108,DES_PROD10108,2,3,266,5,4814,0,4151,15.99,N,252,319,A
10109,PROD010109,NOM_PROD10109,DES_PROD10109,5,1,440,4,5673,0,4907,15.63,S,418,528,A
10110,PROD010110,NOM_PROD10110,DES_PROD10110,3,1,123,4,4744,0,4036,17.55,N,116,147,I
10111,PROD010111,NOM_PROD10111,DES_PROD10111,2,1,296,4,3586,0,3037,18.08,N,281,355,I
10112,PROD010112,NOM_PROD10112,DES_PROD10112,4,2,315,4,4773,0,4138,15.35,S,299,378,A
10113,PROD010113,NOM_PROD10113,DES_PROD10113,5,1,378,1,5363,0,4479,19.75,N,359,453,I
10114,PROD010114,NOM_PROD10114,DES_PROD10114,3,2,316,4,4045,0,3471,16.55,S,300,379,A
10115,PROD010115,NOM_PROD10115,DES_PROD10115,1,3,95,5,5601,0,4884,14.7,S,90,114,A
10116,PROD010116,NOM_PROD10116,DES_PROD10116,4,3,132,3,3392,0,2931,15.74,S,125,158,I
10117,PROD010117,NOM_PROD10117,DES_PROD10117,5,1,255,5,2834,0,2525,12.26,N,242,306,I
10118,PROD010118,NOM_PROD10118,DES_PROD10118,1,1,315,2,5403,0,4638,16.51,N,299,378,I
10119,PROD010119,NOM_PROD10119,DES_PROD10119,2,1,487,5,4174,0,3725,12.06,S,462,584,A
10120,PROD010120,NOM_PROD10120,DES_PROD10120,5,3,263,4,3035,0,2563,18.43,S,249,315,I
10121,PROD010121,NOM_PROD10121,DES_PROD10121,2,2,30,5,5853,0,4924,18.88,N,28,36,I
10122,PROD010122,NOM_PROD10122,DES_PROD10122,1,2,24,5,3614,0,3217,12.36,S,22,28,A
10123,PROD010123,NOM_PROD10123,DES_PROD10123,2,2,176,3,4823,0,4330,11.39,S,167,211,I
10124,PROD010124,NOM_PROD10124,DES_PROD10124,3,3,313,2,5430,0,4682,15.98,N,297,375,A
10125,PROD010125,NOM_PROD10125,DES_PROD10125,3,1,405,5,5085,0,4585,10.92,N,384,486,A
10126,PROD010126,NOM_PROD10126,DES_PROD10126,3,1,124,3,4229,0,3620,16.83,S,117,148,I
10127,PROD010127,NOM_PROD10127,DES_PROD10127,2,2,13,5,3122,0,2666,17.14,S,12,15,I
10128,PROD010128,NOM_PROD10128,DES_PROD10128,1,2,80,2,5125,0,4331,18.35,N,76,96,A
10129,PROD010129,NOM_PROD10129,DES_PROD10129,5,2,301,1,2167,0,1933,12.12,S,285,361,I
10130,PROD010130,NOM_PROD10130,DES_PROD10130,4,3,304,5,4697,0,3951,18.9,S,288,364,A
10131,PROD010131,NOM_PROD10131,DES_PROD10131,2,1,99,5,4488,0,3743,19.92,N,94,118,A
10132,PROD010132,NOM_PROD10132,DES_PROD10132,5,1,325,4,3364,0,2836,18.64,S,308,390,A
10133,PROD010133,NOM_PROD10133,DES_PROD10133,4,3,131,1,3983,0,3533,12.75,N,124,157,I
10134,PROD010134,NOM_PROD10134,DES_PROD10134,3,3,46,4,4452,0,3844,15.83,N,43,55,I
10135,PROD010135,NOM_PROD10135,DES_PROD10135,5,1,383,5,3368,0,2873,17.25,S,363,459,I
10136,PROD010136,NOM_PROD10136,DES_PROD10136,4,3,164,2,5467,0,4857,12.57,N,155,196,A
10137,PROD010137,NOM_PROD10137,DES_PROD10137,5,2,81,3,4878,0,4242,15.0,N,76,97,A
10138,PROD010138,NOM_PROD10138,DES_PROD10138,4,3,69,3,2642,0,2400,10.1,N,65,82,A
10139,PROD010139,NOM_PROD10139,DES_PROD10139,2,1,392,4,2629,0,2203,19.36,N,372,470,I
10140,PROD010140,NOM_PROD10140,DES_PROD10140,2,3,333,1,3032,0,2622,15.65,S,316,399,I
10141,PROD010141,NOM_PROD10141,DES_PROD10141,2,3,406,4,4447,0,4014,10.79,N,385,487,I
10142,PROD010142,NOM_PROD10142,DES_PROD10142,4,2,114,4,5376,0,4694,14.53,S,108,136,A
10143,PROD010143,NOM_PROD10143,DES_PROD10143,4,3,296,2,3954,0,3302,19.76,N,281,355,A
10144,PROD010144,NOM_PROD10144,DES_PROD10144,1,3,200,4,3914,0,3296,18.75,N,190,240,A
10145,PROD010145,NOM_PROD10145,DES_PROD10145,2,3,298,5,2994,0,2652,12.9,S,283,357,A
10146,PROD010146,NOM_PROD10146,DES_PROD10146,1,1,350,2,4679,0,3964,18.04,S,332,420,I
10147,PROD010147,NOM_PROD10147,DES_PROD10147,1,1,359,3,5568,0,4991,11.57,S,341,430,I
10148,PROD010148,NOM_PROD10148,DES_PROD10148,2,2,285,1,4563,0,4101,11.27,N,270,342,I
10149,PROD010149,NOM_PROD10149,DES_PROD10149,5,1,325,5,3522,0,2992,17.73,S,308,390,A
10150,PROD010150,NOM_PROD10150,DES_PROD10150,3,1,88,2,3978,0,3347,18.88,S,83,105,I
10151,PROD010151,NOM_PROD10151,DES_PROD10151,1,1,92,3,5000,0,4430,12.88,N,87,110,A
10152,PROD010152,NOM_PROD10152,DES_PROD10152,5,1,85,3,4072,0,3557,14.5,S,80,102,A
10153,PROD010153,NOM_PROD10153,DES_PROD10153,4,3,12,5,2854,0,2564,11.33,N,11,14,A
10154,PROD010154,NOM_PROD10154,DES_PROD10154,4,2,62,1,3597,0,3157,13.94,S,58,74,I
10155,PROD010155,NOM_PROD10155,DES_PROD10155,3,3,250,1,3943,0,3441,14.59,N,237,300,I
10156,PROD010156,NOM_PROD10156,DES_PROD10156,2,1,70,3,5262,0,4697,12.04,S,66,84,I
10157,PROD010157,NOM_PROD10157,DES_PROD10157,5,1,347,4,5471,0,4972,10.04,S,329,416,I
10158,PROD010158,NOM_PROD10158,DES_PROD10158,5,2,166,4,2886,0,2429,18.85,N,157,199,I
10159,PROD010159,NOM_PROD10159,DES_PROD10159,4,2,364,2,2378,0,1994,19.27,S,345,436,A
10160,PROD010160,NOM_PROD10160,DES_PROD10160,3,1,209,1,3071,0,2640,16.36,N,198,250,I
10161,PROD010161,NOM_PROD10161,DES_PROD10161,1,1,136,3,3038,0,2677,13.51,S,129,163,A
10162,PROD010162,NOM_PROD10162,DES_PROD10162,5,3,394,4,2302,0,1990,15.7,N,374,472,A
10163,PROD010163,NOM_PROD10163,DES_PROD10163,4,3,359,3,4219,0,3810,10.74,S,341,430,I
10164,PROD010164,NOM_PROD10164,DES_PROD10164,5,2,407,4,4756,0,4192,13.47,N,386,488,I
10165,PROD010165,NOM_PROD10165,DES_PROD10165,5,3,413,4,5054,0,4256,18.77,S,392,495,A
10166,PROD010166,NOM_PROD10166,DES_PROD10166,4,2,387,1,2282,0,2074,10.06,N,367,464,I
10167,PROD010167,NOM_PROD10167,DES_PROD10167,1,2,371,3,2513,0,2266,10.94,S,352,445,A
10168,PROD010168,NOM_PROD10168,DES_PROD10168,3,2,281,1,4807,0,4088,17.6,S,266,337,A
10169,PROD010169,NOM_PROD10169,DES_PROD10169,1,2,209,4,5100,0,4435,15.01,N,198,250,I
10170,PROD010170,NOM_PROD10170,DES_PROD10170,3,2,48,2,2898,0,2518,15.13,N,45,57,A
10171,PROD010171,NOM_PROD10171,DES_PROD10171,5,1,7,2,2716,0,2329,16.64,S,6,8,A
10172,PROD010172,NOM_PROD10172,DES_PROD10172,3,1,193,2,5142,0,4345,18.35,S,183,231,I
10173,PROD010173,NOM_PROD10173,DES_PROD10173,1,2,382,1,2444,0,2098,16.52,N,362,458,I
10174,PROD010174,NOM_PROD10174,DES_PROD10174,4,3,293,5,3694,0,3098,19.25,N,278,351,A
10175,PROD010175,NOM_PROD10175,DES_PROD10175,1,3,486,1,3737,0,3220,16.07,S,461,583,A
10176,PROD010176,NOM_PROD10176,DES_PROD10176,5,2,132,1,3487,0,2909,19.9,N,125,158,A
10177,PROD010177,NOM_PROD10177,DES_PROD10177,2,1,470,3,4170,0,3748,11.26,S,446,564,A
10178,PROD010178,NOM_PROD10178,DES_PROD10178,1,1,369,5,2944,0,2639,11.59,S,350,442,I
10179,PROD010179,NOM_PROD10179,DES_PROD10179,3,3,100,1,3134,0,2724,15.07,S,95,120,I
10180,PROD010180,NOM_PROD10180,DES_PROD10180,4,2,306,1,3966,0,3552,11.66,N,290,367,A
10181,PROD010181,NOM_PROD10181,DES_PROD10181,5,1,365,1,4737,0,4129,14.73,S,346,438,A
10182,PROD010182,NOM_PROD10182,DES_PROD10182,5,2,229,2,2829,0,2374,19.2,S,217,274,I
10183,PROD010183,NOM_PROD10183,DES_PROD10183,3,2,384,4,5724,0,4841,18.26,S,364,460,I
10184,PROD010184,NOM_PROD10184,DES_PROD10184,1,3,216,4,3932,0,3572,10.09,N,205,259,A
10185,PROD010185,NOM_PROD10185,DES_PROD10185,3,2,171,1,5158,0,4442,16.14,S,162,205,A
10186,PROD010186,NOM_PROD10186,DES_PROD10186,2,3,289,1,4269,0,3679,16.04,S,274,346,I
10187,PROD010187,NOM_PROD10187,DES_PROD10187,2,2,64,2,2118,0,1903,11.34,S,60,76,A
10188,PROD010188,NOM_PROD10188,DES_PROD10188,3,1,136,1,4457,0,3798,17.36,N,129,163,A
10189,PROD010189,NOM_PROD10189,DES_PROD10189,4,1,394,3,5151,0,4381,17.58,S,374,472,A
10190,PROD010190,NOM_PROD10190,DES_PROD10190,3,1,321,4,5416,0,4919,10.11,N,304,385,A
10191,PROD010191,NOM_PROD10191,DES_PROD10191,1,3,74,2,3748,0,3306,13.39,S,70,88,I
10192,PROD010192,NOM_PROD10192,DES_PROD10192,1,1,291,2,5561,0,4949,12.38,S,276,349,I
10193,PROD010193,NOM_PROD10193,DES_PROD10193,5,2,212,3,2866,0,2545,12.65,S,201,254,A
10194,PROD010194,NOM_PROD10194,DES_PROD10194,5,3,171,5,3533,0,3065,15.3,S,162,205,A
10195,PROD010195,NOM_PROD10195,DES_PROD10195,2,3,452,1,3187,0,2742,16.24,N,429,542,A
10196,PROD010196,NOM_PROD10196,DES_PROD10196,4,3,331,1,5633,0,4782,17.8,N,314,397,I
10197,PROD010197,NOM_PROD10197,DES_PROD10197,4,2,299,5,3274,0,2860,14.51,N,284,358,I
10198,PROD010198,NOM_PROD10198,DES_PROD10198,3,1,62,1,4567,0,3947,15.73,S,58,74,I
10199,PROD010199,NOM_PROD10199,DES_PROD10199,3,2,471,1,2334,0,2107,10.81,N,447,565,I
10200,PROD010200,NOM_PROD10200,DES_PROD10200,4,3,305,1,2777,0,2438,13.93,S,289,366,I
10201,PROD010201,NOM_PROD10201,DES_PROD10201,3,1,52,5,4612,0,3938,17.12,N,49,62,A
10202,PROD010202,NOM_PROD10202,DES_PROD10202,5,2,92,1,4354,0,3921,11.05,N,87,110,A
10203,PROD010203,NOM_PROD10203,DES_PROD10203,3,3,145,4,5291,0,4576,15.64,N,137,174,I
10204,PROD010204,NOM_PROD10204,DES_PROD10204,1,3,4,4,3145,0,2732,15.13,N,3,4,A
10205,PROD010205,NOM_PROD10205,DES_PROD10205,2,1,24,4,2303,0,1923,19.79,N,22,28,A
10206,PROD010206,NOM_PROD10206,DES_PROD10206,5,2,338,5,4262,0,3564,19.61,N,321,405,A
10207,PROD010207,NOM_PROD10207,DES_PROD10207,4,1,127,1,5309,0,4734,12.15,S,120,152,I
10208,PROD010208,NOM_PROD10208,DES_PROD10208,5,3,493,5,3431,0,2976,15.32,N,468,591,A
10209,PROD010209,NOM_PROD10209,DES_PROD10209,1,2,15,3,3574,0,3081,16.02,N,14,18,I
10210,PROD010210,NOM_PROD10210,DES_PROD10210,1,2,416,4,4096,0,3561,15.05,N,395,499,I
10211,PROD010211,NOM_PROD10211,DES_PROD10211,4,2,49,2,4216,0,3607,16.91,N,46,58,A
10212,PROD010212,NOM_PROD10212,DES_PROD10212,5,3,404,3,4214,0,3591,17.36,S,383,484,I
10213,PROD010213,NOM_PROD10213,DES_PROD10213,5,1,176,4,5625,0,4922,14.29,N,167,211,I
10214,PROD010214,NOM_PROD10214,DES_PROD10214,3,3,187,2,2647,0,2225,19.0,N,177,224,I
10215,PROD010215,NOM_PROD10215,DES_PROD10215,5,1,344,4,4715,0,4070,15.86,N,326,412,I
10216,PROD010216,NOM_PROD10216,DES_PROD10216,3,1,452,4,2403,0,2166,10.97,N,429,542,I
10217,PROD010217,NOM_PROD10217,DES_PROD10217,5,1,399,2,2746,0,2381,15.33,N,379,478,A
10218,PROD010218,NOM_PROD10218,DES_PROD10218,2,1,425,3,4826,0,4133,16.79,N,403,510,I
10219,PROD010219,NOM_PROD10219,DES_PROD10219,2,2,190,5,4463,0,3727,19.76,N,180,228,I
10220,PROD010220,NOM_PROD10220,DES_PROD10220,3,3,362,4,5473,0,4926,11.12,S,343,434,A
10221,PROD010221,NOM_PROD10221,DES_PROD10221,4,3,47,1,3378,0,2925,15.52,N,44,56,I
10222,PROD010222,NOM_PROD10222,DES_PROD10222,3,1,114,4,2275,0,2050,10.99,S,108,136,I
10223,PROD010223,NOM_PROD10223,DES_PROD10223,5,2,45,5,5531,0,4998,10.67,N,42,54,I
10224,PROD010224,NOM_PROD10224,DES_PROD10224,3,2,54,3,5529,0,4799,15.22,N,51,64,A
10225,PROD010225,NOM_PROD10225,DES_PROD10225,3,1,379,3,3614,0,3098,16.67,S,360,454,I
10226,PROD010226,NOM_PROD10226,DES_PROD10226,1,3,296,4,4363,0,3867,12.85,N,281,355,I
10227,PROD010227,NOM_PROD10227,DES_PROD10227,4,2,470,4,2822,0,2476,14.01,S,446,564,A
10228,PROD010228,NOM_PROD10228,DES_PROD10228,1,3,165,5,3788,0,3388,11.82,N,156,198,I
10229,PROD010229,NOM_PROD10229,DES_PROD10229,3,1,437,5,2621,0,2340,12.01,N,415,524,A
10230,PROD010230,NOM_PROD10230,DES_PROD10230,2,2,90,4,2741,0,2303,19.03,N,85,108,I
10231,PROD010231,NOM_PROD10231,DES_PROD10231,1,2,305,5,2237,0,1892,18.25,N,289,366,I
10232,PROD010232,NOM_PROD10232,DES_PROD10232,2,3,126,5,4631,0,3956,17.07,S,119,151,I
10233,PROD010233,NOM_PROD10233,DES_PROD10233,3,1,336,4,4139,0,3527,17.37,N,319,403,A
10234,PROD010234,NOM_PROD10234,DES_PROD10234,2,3,181,3,2242,0,1970,13.82,N,171,217,A
10235,PROD010235,NOM_PROD10235,DES_PROD10235,4,1,11,1,3105,0,2681,15.82,N,10,13,A
10236,PROD010236,NOM_PROD10236,DES_PROD10236,4,2,51,1,4605,0,4056,13.55,N,48,61,I
10237,PROD010237,NOM_PROD10237,DES_PROD10237,3,2,288,5,3355,0,2938,14.21,S,273,345,A
10238,PROD010238,NOM_PROD10238,DES_PROD10238,3,3,374,1,2721,0,2273,19.75,N,355,448,A
10239,PROD010239,NOM_PROD10239,DES_PROD10239,1,1,178,3,4542,0,3934,15.48,N,169,213,A
10240,PROD010240,NOM_PROD10240,DES_PROD10240,4,2,462,5,3755,0,3367,11.54,S,438,554,A
10241,PROD010241,NOM_PROD10241,DES_PROD10241,3,1,292,2,2701,0,2285,18.24,N,277,350,I
10242,PROD010242,NOM_PROD10242,DES_PROD10242,4,2,445,2,3406,0,2991,13.9,S,422,534,I
10243,PROD010243,NOM_PROD10243,DES_PROD10243,2,2,374,3,3954,0,3474,13.84,N,355,448,I
10244,PROD010244,NOM_PROD10244,DES_PROD10244,1,3,241,3,5388,0,4872,10.61,S,228,289,I
10245,PROD010245,NOM_PROD10245,DES_PROD10245,1,2,486,3,4282,0,3824,11.98,N,461,583,I
