codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
50019,PROD050019,NOM_PROD50019,DES_PROD50019,3,3,405,4,2967,0,2503,18.56,S,384,486,A
50020,PROD050020,NOM_PROD50020,DES_PROD50020,1,2,145,1,2832,0,2469,14.74,N,137,174,I
50021,PROD050021,NOM_PROD50021,DES_PROD50021,1,2,142,1,5392,0,4785,12.69,S,134,170,A
50022,PROD050022,NOM_PROD50022,DES_PROD50022,4,3,165,1,3158,0,2793,13.09,N,156,198,A
50023,PROD050023,NOM_PROD50023,DES_PROD50023,2,3,363,1,4257,0,3854,10.48,N,344,435,I
50024,PROD050024,NOM_PROD50024,DES_PROD50024,1,1,349,3,5461,0,4947,10.4,N,331,418,I
50025,PROD050025,NOM_PROD50025,DES_PROD50025,2,3,383,2,4963,0,4489,10.57,N,363,459,I
50026,PROD050026,NOM_PROD50026,DES_PROD50026,3,3,32,2,3007,0,2730,10.17,N,30,38,A
50027,PROD050027,NOM_PROD50027,DES_PROD50027,5,2,36,4,4059,0,3590,13.09,N,34,43,A
50028,PROD050028,NOM_PROD50028,DES_PROD50028,5,1,13,5,4230,0,3784,11.79,S,12,15,A
50029,PROD050029,NOM_PROD50029,DES_PROD50029,2,1,105,1,4069,0,3686,10.4,S,99,126,A
50030,PROD050030,NOM_PROD50030,DES_PROD50030,3,3,474,1,2802,0,2347,19.4,S,450,568,A
50031,PROD050031,NOM_PROD50031,DES_PROD50031,3,3,134,1,2294,0,2067,11.03,S,127,160,A
50032,PROD050032,NOM_PROD50032,DES_PROD50032,1,2,280,5,5138,0,4346,18.23,S,266,336,I
50033,PROD050033,NOM_PROD50033,DES_PROD50033,1,1,32,1,2959,0,2681,10.39,N,30,38,I
50034,PROD050034,NOM_PROD50034,DES_PROD50034,5,3,242,2,5159,0,4432,16.41,N,229,290,A
50035,PROD050035,NOM_PROD50035,DES_PROD50035,4,2,203,4,4231,0,3692,14.61,N,192,243,A
50036,PROD050036,NOM_PROD50036,DES_PROD50036,3,2,60,5,4116,0,3451,19.29,S,57,72,I
50037,PROD050037,NOM_PROD50037,DES_PROD50037,4,3,249,4,5399,0,4683,15.3,S,236,298,I
50038,PROD050038,NOM_PROD50038,DES_PROD50038,5,2,91,5,2914,0,2509,16.18,N,86,109,I
50039,PROD050039,NOM_PROD50039,DES_PROD50039,4,2,308,2,3590,0,3196,12.35,S,292,369,I
50040,PROD050040,NOM_PROD50040,DES_PROD50040,4,2,294,3,2413,0,2141,12.71,N,279,352,A
50041,PROD050041,NOM_PROD50041,DES_PROD50041,2,2,287,2,4107,0,3625,13.31,N,272,344,A
50042,PROD050042,NOM_PROD50042,DES_PROD50042,1,2,213,3,2666,0,2266,17.69,S,202,255,A
50043,PROD050043,NOM_PROD50043,DES_PROD50043,5,3,193,1,2846,0,2513,13.28,N,183,231,I
50044,PROD050044,NOM_PROD50044,DES_PROD50044,4,3,201,1,2410,0,2135,12.92,N,190,241,A
50045,PROD050045,NOM_PROD50045,DES_PROD50045,3,1,161,3,4154,0,3583,15.96,S,152,193,I
50046,PROD050046,NOM_PROD50046,DES_PROD50046,1,3,267,3,4884,0,4259,14.68,S,253,320,I
50047,PROD050047,NOM_PROD50047,DES_PROD50047,4,3,437,3,5196,0,4595,13.08,S,415,524,A
50048,PROD050048,NOM_PROD50048,DES_PROD50048,4,1,121,1,5325,0,4719,12.85,N,114,145,A
50049,PROD050049,NOM_PROD50049,DES_PROD50049,1,3,419,2,3768,0,3145,19.81,N,398,502,A
50050,PROD050050,NOM_PROD50050,DES_PROD50050,1,1,428,4,3418,0,2866,19.29,N,406,513,A
50051,PROD050051,NOM_PROD50051,DES_PROD50051,4,1,67,5,4104,0,3555,15.46,N,63,80,I
50052,PROD050052,NOM_PROD50052,DES_PROD50052,1,3,356,3,5646,0,4926,14.62,S,338,427,I
50053,PROD050053,NOM_PROD50053,DES_PROD50053,5,3,149,1,2919,0,2512,16.24,N,141,178,A
50054,PROD050054,NOM_PROD50054,DES_PROD50054,3,2,397,1,4542,0,4026,12.82,N,377,476,I
50055,PROD050055,NOM_PROD50055,DES_PROD50055,3,3,49,2,2368,0,1988,19.15,N,46,58,A
50056,PROD050056,NOM_PROD50056,DES_PROD50056,5,2,492,5,5248,0,4376,19.93,N,467,590,A
50057,PROD050057,NOM_PROD50057,DES_PROD50057,4,1,139,4,4361,0,3682,18.46,N,132,166,A
50058,PROD050058,NOM_PROD50058,DES_PROD50058,4,3,207,1,5244,0,4579,14.54,S,196,248,A
50059,PROD050059,NOM_PROD50059,DES_PROD50059,5,2,402,5,2753,0,2477,11.17,N,381,482,A
50060,PROD050060,NOM_PROD50060,DES_PROD50060,4,1,150,3,2622,0,2245,16.82,S,142,180,I
50061,PROD050061,NOM_PROD50061,DES_PROD50061,3,1,244,1,4927,0,4200,17.31,S,231,292,A
50062,PROD050062,NOM_PROD50062,DES_PROD50062,5,1,248,1,3184,0,2861,11.3,S,235,297,A
50063,PROD050063,NOM_PROD50063,DES_PROD50063,2,2,185,5,4562,0,3924,16.28,S,175,222,I
50064,PROD050064,NOM_PROD50064,DES_PROD50064,4,1,472,2,3881,0,3265,18.87,N,448,566,A
50065,PROD050065,NOM_PROD50065,DES_PROD50065,2,3,56,2,4368,0,3743,16.7,S,53,67,I
50066,PROD050066,NOM_PROD50066,DES_PROD50066,3,3,182,1,2586,0,2160,19.74,S,172,218,I
50067,PROD050067,NOM_PROD50067,DES_PROD50067,3,1,307,3,4615,0,4104,12.46,S,291,368,A
50068,PROD050068,NOM_PROD50068,DES_PROD50068,2,1,65,1,2470,0,2178,13.45,S,61,78,I
50069,PROD050069,NOM_PROD50069,DES_PROD50069,2,2,245,2,2446,0,2052,19.24,N,232,294,I
50070,PROD050070,NOM_PROD50070,DES_PROD50070,1,3,176,5,5263,0,4711,11.73,N,167,211,A
50071,PROD050071,NOM_PROD50071,DES_PROD50071,5,3,490,5,4884,0,4386,11.37,S,465,588,A
50072,PROD050072,NOM_PROD50072,DES_PROD50072,5,2,452,5,4220,0,3689,14.41,N,429,542,A
50073,PROD050073,NOM_PROD50073,DES_PROD50073,4,2,421,5,2695,0,2297,17.34,S,399,505,A
50074,PROD050074,NOM_PROD50074,DES_PROD50074,3,1,281,3,5474,0,4592,19.22,N,266,337,A
50075,PROD050075,NOM_PROD50075,DES_PROD50075,4,1,244,5,5057,0,4535,11.53,N,231,292,I
50076,PROD050076,NOM_PROD50076,DES_PROD50076,4,2,90,3,4445,0,4001,11.1,N,85,108,A
50077,PROD050077,NOM_PROD50077,DES_PROD50077,1,3,69,2,4083,0,3643,12.08,S,65,82,A
50078,PROD050078,NOM_PROD50078,DES_PROD50078,1,3,143,1,5528,0,4996,10.66,N,135,171,I
50079,PROD050079,NOM_PROD50079,DES_PROD50079,4,2,231,1,2968,0,2689,10.39,S,219,277,I
50080,PROD050080,NOM_PROD50080,DES_PROD50080,1,3,314,2,4662,0,4209,10.77,N,298,376,I
50081,PROD050081,NOM_PROD50081,DES_PROD50081,2,1,428,2,2532,0,2297,10.27,S,406,513,I
50082,PROD050082,NOM_PROD50082,DES_PROD50082,4,2,283,4,2422,0,2112,14.72,S,268,339,A
50083,PROD050083,NOM_PROD50083,DES_PROD50083,5,3,282,3,2502,0,2153,16.22,S,267,338,I
50084,PROD050084,NOM_PROD50084,DES_PROD50084,4,2,426,2,3317,0,2813,17.94,N,404,511,I
50085,PROD050085,NOM_PROD50085,DES_PROD50085,4,2,243,5,3241,0,2734,18.55,N,230,291,I
50086,PROD050086,NOM_PROD50086,DES_PROD50086,3,3,313,5,4425,0,3870,14.35,S,297,375,I
50087,PROD050087,NOM_PROD50087,DES_PROD50087,5,3,352,5,3635,0,3209,13.29,N,334,422,I
50088,PROD050088,NOM_PROD50088,DES_PROD50088,5,3,333,3,3622,0,3106,16.63,N,316,399,I
50089,PROD050089,NOM_PROD50089,DES_PROD50089,3,2,36,4,4339,0,3625,19.71,N,34,43,A
50090,PROD050090,NOM_PROD50090,DES_PROD50090,2,1,473,2,3093,0,2595,19.21,N,449,567,I
50091,PROD050091,NOM_PROD50091,DES_PROD50091,3,3,68,3,5211,0,4726,10.28,S,64,81,A
50092,PROD050092,NOM_PROD50092,DES_PROD50092,3,2,460,1,3706,0,3130,18.43,N,437,552,I
50093,PROD050093,NOM_PROD50093,DES_PROD50093,1,2,67,2,4707,0,4251,10.75,S,63,80,I
50094,PROD050094,NOM_PROD50094,DES_PROD50094,5,3,350,2,2822,0,2407,17.26,S,332,420,A
50095,PROD050095,NOM_PROD50095,DES_PROD50095,1,2,482,1,4561,0,4074,11.97,S,457,578,A
50096,PROD050096,NOM_PROD50096,DES_PROD50096,5,3,484,3,5485,0,4870,12.64,S,459,580,I
50097,PROD050097,NOM_PROD50097,DES_PROD50097,2,1,329,4,3729,0,3242,15.03,S,312,394,A
50098,PROD050098,NOM_PROD50098,DES_PROD50098,3,2,483,1,4107,0,3484,17.91,S,458,579,I
50099,PROD050099,NOM_PROD50099,DES_PROD50099,5,1,279,2,4477,0,4065,10.15,S,265,334,I
50100,PROD050100,NOM_PROD50100,DES_PROD50100,3,2,357,5,5035,0,4418,13.98,N,339,428,A
50101,PROD050101,NOM_PROD50101,DES_PROD50101,3,3,159,5,5375,0,4761,12.9,N,151,190,I
50102,PROD050102,NOM_PROD50102,DES_PROD50102,5,2,492,3,2759,0,2506,10.1,S,467,590,A
50103,PROD050103,NOM_PROD50103,DES_PROD50103,5,1,152,4,2647,0,2297,15.26,S,144,182,A
50104,PROD050104,NOM_PROD50104,DES_PROD50104,5,1,496,5,2920,0,2640,10.61,N,471,595,A
50105,PROD050105,NOM_PROD50105,DES_PROD50105,4,2,296,2,3299,0,2927,12.71,S,281,355,I
50106,PROD050106,NOM_PROD50106,DES_PROD50106,3,1,6,1,2502,0,2275,10.01,S,5,7,I
50107,PROD050107,NOM_PROD50107,DES_PROD50107,4,1,423,2,3892,0,3287,18.41,N,401,507,I
50108,PROD050108,NOM_PROD50108,DES_PROD50108,1,2,124,5,4136,0,3744,10.49,N,117,148,A
50109,PROD050109,NOM_PROD50109,DES_PROD50109,1,1,257,1,2570,0,2186,17.6,S,244,308,A
50110,PROD050110,NOM_PROD50110,DES_PROD50110,5,3,93,2,5219,0,4497,16.07,S,88,111,A
50111,PROD050111,NOM_PROD50111,DES_PROD50111,1,3,273,2,4681,0,4111,13.87,N,259,327,I
50112,PROD050112,NOM_PROD50112,DES_PROD50112,5,1,500,5,3882,0,3333,16.48,S,475,600,A
50113,PROD050113,NOM_PROD50113,DES_PROD50113,1,3,292,3,2516,0,2105,19.57,S,277,350,A
50114,PROD050114,NOM_PROD50114,DES_PROD50114,1,1,343,3,2400,0,2052,16.96,S,325,411,I
50115,PROD050115,NOM_PROD50115,DES_PROD50115,3,3,396,2,3352,0,2874,16.64,S,376,475,I
50116,PROD050116,NOM_PROD50116,DES_PROD50116,3,1,500,1,4571,0,4126,10.8,N,475,600,A
50117,PROD050117,NOM_PROD50117,DES_PROD50117,4,2,139,1,2270,0,1980,14.69,S,132,166,A
50118,PROD050118,NOM_PROD50118,DES_PROD50118,2,1,76,5,5645,0,4864,16.06,N,72,91,I
50119,PROD050119,NOM_PROD50119,DES_PROD50119,5,3,448,3,3124,0,2720,14.88,S,425,537,A
50120,PROD050120,NOM_PROD50120,DES_PROD50120,2,2,183,1,4949,0,4272,15.86,S,173,219,A
50121,PROD050121,NOM_PROD50121,DES_PROD50121,1,1,202,1,2667,0,2328,14.6,N,191,242,A
50122,PROD050122,NOM_PROD50122,DES_PROD50122,1,2,17,5,2953,0,2549,15.85,S,16,20,I
50123,PROD050123,NOM_PROD50123,DES_PROD50123,3,3,139,1,2634,0,2353,11.95,N,132,166,I
50124,PROD050124,NOM_PROD50124,DES_PROD50124,1,3,483,5,3168,0,2692,17.69,N,458,579,I
50125,PROD050125,NOM_PROD50125,DES_PROD50125,3,1,84,4,4998,0,4374,14.28,S,79,100,A
50126,PROD050126,NOM_PROD50126,DES_PROD50126,5,2,133,2,4267,0,3696,15.45,N,126,159,I
50127,PROD050127,NOM_PROD50127,DES_PROD50127,4,2,39,3,5528,0,4797,15.24,N,37,46,A
50128,PROD050128,NOM_PROD50128,DES_PROD50128,3,3,57,3,2805,0,2451,14.46,N,54,68,A
50129,PROD050129,NOM_PROD50129,DES_PROD50129,1,2,86,3,3332,0,2919,14.16,S,81,103,I
50130,PROD050130,NOM_PROD50130,DES_PROD50130,3,2,431,3,4908,0,4257,15.3,N,409,517,I
50131,PROD050131,NOM_PROD50131,DES_PROD50131,3,1,46,4,5267,0,4405,19.58,S,43,55,A
50132,PROD050132,NOM_PROD50132,DES_PROD50132,3,1,426,5,4017,0,3587,11.99,N,404,511,A
50133,PROD050133,NOM_PROD50133,DES_PROD50133,2,3,24,1,2509,0,2207,13.69,N,22,28,A
50134,PROD050134,NOM_PROD50134,DES_PROD50134,1,1,89,3,3444,0,2992,15.14,N,84,106,A
50135,PROD050135,NOM_PROD50135,DES_PROD50135,5,2,266,5,5340,0,4523,18.08,N,252,319,A
50136,PROD050136,NOM_PROD50136,DES_PROD50136,5,2,103,5,5650,0,4970,13.7,N,97,123,I
50137,PROD050137,NOM_PROD50137,DES_PROD50137,1,1,319,4,4215,0,3740,12.72,S,303,382,I
50138,PROD050138,NOM_PROD50138,DES_PROD50138,5,3,425,2,2944,0,2479,18.78,N,403,510,A
50139,PROD050139,NOM_PROD50139,DES_PROD50139,3,1,371,2,5379,0,4712,14.16,S,352,445,I
50140,PROD050140,NOM_PROD50140,DES_PROD50140,2,2,51,1,2879,0,2489,15.69,S,48,61,I
50141,PROD050141,NOM_PROD50141,DES_PROD50141,3,1,22,4,5713,0,4848,17.86,S,20,26,I
50142,PROD050142,NOM_PROD50142,DES_PROD50142,4,1,301,3,4635,0,4180,10.9,S,285,361,I
50143,PROD050143,NOM_PROD50143,DES_PROD50143,1,3,279,3,2445,0,2204,10.97,N,265,334,A
50144,PROD050144,NOM_PROD50144,DES_PROD50144,5,1,102,5,2812,0,2373,18.5,S,96,122,I
50145,PROD050145,NOM_PROD50145,DES_PROD50145,5,2,197,4,3890,0,3281,18.59,N,187,236,I
50146,PROD050146,NOM_PROD50146,DES_PROD50146,1,2,18,4,4773,0,4025,18.6,N,17,21,I
50147,PROD050147,NOM_PROD50147,DES_PROD50147,5,3,363,4,4923,0,4178,17.84,N,344,435,I
50148,PROD050148,NOM_PROD50148,DES_PROD50148,4,3,192,2,2756,0,2369,16.35,S,182,230,A
50149,PROD050149,NOM_PROD50149,DES_PROD50149,4,1,333,2,5251,0,4446,18.12,N,316,399,A
50150,PROD050150,NOM_PROD50150,DES_PROD50150,5,2,404,1,2995,0,2588,15.75,S,383,484,I
50151,PROD050151,NOM_PROD50151,DES_PROD50151,4,2,100,2,3502,0,3143,11.45,N,95,120,I
50152,PROD050152,NOM_PROD50152,DES_PROD50152,2,3,213,5,3183,0,2770,14.94,S,202,255,I
50153,PROD050153,NOM_PROD50153,DES_PROD50153,3,2,356,1,3992,0,3549,12.51,N,338,427,A
50154,PROD050154,NOM_PROD50154,DES_PROD50154,5,3,346,3,4310,0,3694,16.68,N,328,415,A
50155,PROD050155,NOM_PROD50155,DES_PROD50155,1,3,386,1,4249,0,3768,12.78,N,366,463,A
50156,PROD050156,NOM_PROD50156,DES_PROD50156,5,3,301,4,2556,0,2146,19.14,S,285,361,A
50157,PROD050157,NOM_PROD50157,DES_PROD50157,1,3,408,4,3890,0,3494,11.34,S,387,489,I
50158,PROD050158,NOM_PROD50158,DES_PROD50158,1,1,324,1,3507,0,2962,18.4,S,307,388,A
50159,PROD050159,NOM_PROD50159,DES_PROD50159,4,3,158,1,3078,0,2573,19.63,S,150,189,I
50160,PROD050160,NOM_PROD50160,DES_PROD50160,3,2,428,5,3395,0,2918,16.38,S,406,513,A
50161,PROD050161,NOM_PROD50161,DES_PROD50161,1,1,228,1,2827,0,2495,13.33,N,216,273,I
50162,PROD050162,NOM_PROD50162,DES_PROD50162,5,2,271,1,4310,0,3870,11.37,S,257,325,A
50163,PROD050163,NOM_PROD50163,DES_PROD50163,1,1,24,5,4136,0,3486,18.67,N,22,28,A
50164,PROD050164,NOM_PROD50164,DES_PROD50164,1,2,324,3,5433,0,4749,14.42,N,307,388,A
50165,PROD050165,NOM_PROD50165,DES_PROD50165,5,2,494,4,2423,0,2060,17.63,S,469,592,A
50166,PROD050166,NOM_PROD50166,DES_PROD50166,5,2,267,4,4969,0,4505,10.32,N,253,320,A
50167,PROD050167,NOM_PROD50167,DES_PROD50167,4,1,465,2,3952,0,3439,14.94,S,441,558,A
50168,PROD050168,NOM_PROD50168,DES_PROD50168,5,2,140,5,4443,0,3995,11.23,S,133,168,A
50169,PROD050169,NOM_PROD50169,DES_PROD50169,5,3,96,3,4463,0,3917,13.96,N,91,115,I
50170,PROD050170,NOM_PROD50170,DES_PROD50170,1,2,74,5,4223,0,3789,11.48,S,70,88,A
50171,PROD050171,NOM_PROD50171,DES_PROD50171,4,2,390,2,3292,0,2894,13.78,S,370,468,A
50172,PROD050172,NOM_PROD50172,DES_PROD50172,2,1,413,2,3006,0,2711,10.91,N,392,495,I
50173,PROD050173,NOM_PROD50173,DES_PROD50173,5,2,468,5,5692,0,4890,16.42,N,444,561,A
50174,PROD050174,NOM_PROD50174,DES_PROD50174,2,2,266,4,2263,0,1928,17.38,N,252,319,A
50175,PROD050175,NOM_PROD50175,DES_PROD50175,2,2,41,4,5124,0,4598,11.45,S,38,49,A
50176,PROD050176,NOM_PROD50176,DES_PROD50176,3,3,13,3,5099,0,4482,13.78,N,12,15,A
50177,PROD050177,NOM_PROD50177,DES_PROD50177,2,2,346,4,3249,0,2867,13.35,N,328,415,A
50178,PROD050178,NOM_PROD50178,DES_PROD50178,5,3,276,1,5378,0,4733,13.63,N,262,331,A
50179,PROD050179,NOM_PROD50179,DES_PROD50179,5,3,245,3,3928,0,3482,12.83,N,232,294,A
50180,PROD050180,NOM_PROD50180,DES_PROD50180,3,3,124,5,4153,0,3553,16.91,S,117,148,I
50181,PROD050181,NOM_PROD50181,DES_PROD50181,4,3,100,1,2959,0,2633,12.4,S,95,120,I
50182,PROD050182,NOM_PROD50182,DES_PROD50182,3,3,432,5,2976,0,2623,13.48,N,410,518,A
50183,PROD050183,NOM_PROD50183,DES_PROD50183,4,3,47,3,5192,0,4466,16.26,N,44,56,I
50184,PROD050184,NOM_PROD50184,DES_PROD50184,1,2,132,1,4325,0,3797,13.93,N,125,158,A
50185,PROD050185,NOM_PROD50185,DES_PROD50185,2,1,303,3,5070,0,4379,15.8,N,287,363,A
50186,PROD050186,NOM_PROD50186,DES_PROD50186,3,2,116,3,2634,0,2256,16.78,N,110,139,I
50187,PROD050187,NOM_PROD50187,DES_PROD50187,3,2,420,1,3897,0,3414,14.15,S,399,504,A
50188,PROD050188,NOM_PROD50188,DES_PROD50188,5,2,248,3,3059,0,2667,14.73,N,235,297,A
50189,PROD050189,NOM_PROD50189,DES_PROD50189,3,2,225,5,2452,0,2144,14.4,S,213,270,A
50190,PROD050190,NOM_PROD50190,DES_PROD50190,4,2,484,3,3105,0,2706,14.77,N,459,580,I
50191,PROD050191,NOM_PROD50191,DES_PROD50191,3,2,347,5,5567,0,4849,14.81,S,329,416,I
50192,PROD050192,NOM_PROD50192,DES_PROD50192,2,1,152,4,5419,0,4896,10.7,S,144,182,I
50193,PROD050193,NOM_PROD50193,DES_PROD50193,5,1,142,3,3771,0,3349,12.63,N,134,170,A
50194,PROD050194,NOM_PROD50194,DES_PROD50194,5,3,316,2,5061,0,4478,13.04,N,300,379,I
50195,PROD050195,NOM_PROD50195,DES_PROD50195,5,3,385,4,4275,0,3564,19.96,N,365,462,A
50196,PROD050196,NOM_PROD50196,DES_PROD50196,5,2,13,3,5209,0,4561,14.21,S,12,15,I
50197,PROD050197,NOM_PROD50197,DES_PROD50197,4,3,478,5,5508,0,4705,17.07,S,454,573,A
50198,PROD050198,NOM_PROD50198,DES_PROD50198,1,3,104,2,4394,0,3954,11.14,N,98,124,I
50199,PROD050199,NOM_PROD50199,DES_PROD50199,5,1,143,3,3825,0,3296,16.05,N,135,171,A
50200,PROD050200,NOM_PROD50200,DES_PROD50200,2,2,426,2,2507,0,2245,11.68,N,404,511,I
50201,PROD050201,NOM_PROD50201,DES_PROD50201,3,1,26,2,2204,0,1913,15.25,S,24,31,A
50202,PROD050202,NOM_PROD50202,DES_PROD50202,5,1,102,2,4897,0,4166,17.55,S,96,122,I
50203,PROD050203,NOM_PROD50203,DES_PROD50203,5,3,74,4,2479,0,2076,19.42,S,70,88,A
50204,PROD050204,NOM_PROD50204,DES_PROD50204,4,2,475,3,5454,0,4832,12.89,N,451,570,A
50205,PROD050205,NOM_PROD50205,DES_PROD50205,5,1,312,3,4086,0,3463,18.0,S,296,374,A
50206,PROD050206,NOM_PROD50206,DES_PROD50206,5,2,333,1,3186,0,2695,18.23,S,316,399,I
50207,PROD050207,NOM_PROD50207,DES_PROD50207,5,2,314,3,2564,0,2185,17.37,N,298,376,I
50208,PROD050208,NOM_PROD50208,DES_PROD50208,5,2,271,4,4772,0,4098,16.45,S,257,325,I
50209,PROD050209,NOM_PROD50209,DES_PROD50209,4,1,175,3,3369,0,2813,19.79,N,166,210,A
50210,PROD050210,NOM_PROD50210,DES_PROD50210,1,1,95,2,2658,0,2260,17.62,N,90,114,I
50211,PROD050211,NOM_PROD50211,DES_PROD50211,5,1,266,1,5170,0,4494,15.05,N,252,319,I
50212,PROD050212,NOM_PROD50212,DES_PROD50212,5,1,370,5,5627,0,4838,16.31,S,351,444,A
50213,PROD050213,NOM_PROD50213,DES_PROD50213,2,2,473,3,3235,0,2854,13.35,N,449,567,I
50214,PROD050214,NOM_PROD50214,DES_PROD50214,1,2,134,1,2199,0,1921,14.51,N,127,160,A
50215,PROD050215,NOM_PROD50215,DES_PROD50215,3,1,227,4,4189,0,3663,14.36,S,215,272,A
50216,PROD050216,NOM_PROD50216,DES_PROD50216,4,1,93,3,4200,0,3564,17.85,N,88,111,I
50217,PROD050217,NOM_PROD50217,DES_PROD50217,5,3,114,5,4981,0,4422,12.65,N,108,136,A
50218,PROD050218,NOM_PROD50218,DES_PROD50218,2,1,490,3,2908,0,2502,16.24,N,465,588,A
50219,PROD050219,NOM_PROD50219,DES_PROD50219,2,3,353,1,5336,0,4702,13.49,S,335,423,I
50220,PROD050220,NOM_PROD50220,DES_PROD50220,4,1,224,5,5382,0,4642,15.96,S,212,268,I
50221,PROD050221,NOM_PROD50221,DES_PROD50221,1,2,477,3,3691,0,3286,12.35,N,453,572,I
50222,PROD050222,NOM_PROD50222,DES_PROD50222,2,3,203,5,2311,0,2029,13.93,S,192,243,A
50223,PROD050223,NOM_PROD50223,DES_PROD50223,5,1,480,3,3258,0,2811,15.93,S,456,576,A
50224,PROD050224,NOM_PROD50224,DES_PROD50224,2,3,276,2,4888,0,4268,14.53,S,262,331,A
50225,PROD050225,NOM_PROD50225,DES_PROD50225,3,2,376,1,4222,0,3657,15.47,S,357,451,I
50226,PROD050226,NOM_PROD50226,DES_PROD50226,3,3,48,3,4359,0,3636,19.89,N,45,57,A
50227,PROD050227,NOM_PROD50227,DES_PROD50227,2,2,117,5,5713,0,4823,18.46,S,111,140,A
50228,PROD050228,NOM_PROD50228,DES_PROD50228,2,2,227,1,4542,0,4011,13.26,N,215,272,I
50229,PROD050229,NOM_PROD50229,DES_PROD50229,3,3,94,1,2754,0,2390,15.27,S,89,112,A
50230,PROD050230,NOM_PROD50230,DES_PROD50230,5,3,387,5,3879,0,3397,14.2,N,367,464,I
50231,PROD050231,NOM_PROD50231,DES_PROD50231,4,3,477,4,2493,0,2134,16.84,N,453,572,A
50232,PROD050232,NOM_PROD50232,DES_PROD50232,3,3,295,4,4350,0,3731,16.6,N,280,354,A
50233,PROD050233,NOM_PROD50233,DES_PROD50233,4,3,151,3,2792,0,2434,14.74,S,143,181,I
50234,PROD050234,NOM_PROD50234,DES_PROD50234,1,2,376,1,3662,0,3301,10.95,S,357,451,I
50235,PROD050235,NOM_PROD50235,DES_PROD50235,5,2,347,4,2523,0,2264,11.47,N,329,416,A
50236,PROD050236,NOM_PROD50236,DES_PROD50236,1,1,134,5,5174,0,4581,12.95,S,127,160,I
50237,PROD050237,NOM_PROD50237,DES_PROD50237,4,3,346,3,3073,0,2683,14.55,N,328,415,A
50238,PROD050238,NOM_PROD50238,DES_PROD50238,5,1,466,5,5552,0,4817,15.26,S,442,559,A
50239,PROD050239,NOM_PROD50239,DES_PROD50239,4,1,285,5,3551,0,3131,13.42,N,270,342,I
50240,PROD050240,NOM_PROD50240,DES_PROD50240,3,3,73,3,3956,0,3490,13.37,S,69,87,A
50241,PROD050241,NOM_PROD50241,DES_PROD50241,1,2,466,3,2318,0,1998,16.05,S,442,559,I
50242,PROD050242,NOM_PROD50242,DES_PROD50242,3,1,498,3,3324,0,2973,11.82,N,473,597,A
50243,PROD050243,NOM_PROD50243,DES_PROD50243,3,1,141,4,2981,0,2618,13.9,N,133,169,I
50244,PROD050244,NOM_PROD50244,DES_PROD50244,2,1,339,4,5129,0,4519,13.5,N,322,406,I
50245,PROD050245,NOM_PROD50245,DES_PROD50245,5,2,169,1,5337,0,4745,12.49,S,160,202,A
