codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
30020,PROD030020,NOM_PROD30020,DES_PROD30020,3,2,156,5,2569,0,2180,17.87,N,148,187,A
30021,PROD030021,NOM_PROD30021,DES_PROD30021,3,2,254,2,5739,0,4832,18.78,N,241,304,I
30022,PROD030022,NOM_PROD30022,DES_PROD30022,1,3,78,5,3647,0,3112,17.21,S,74,93,I
30023,PROD030023,NOM_PROD30023,DES_PROD30023,1,2,2,2,5512,0,4771,15.54,N,1,2,A
30024,PROD030024,NOM_PROD30024,DES_PROD30024,5,1,440,4,2264,0,1950,16.14,N,418,528,A
30025,PROD030025,NOM_PROD30025,DES_PROD30025,3,3,119,3,3180,0,2757,15.36,N,113,142,I
30026,PROD030026,NOM_PROD30026,DES_PROD30026,3,2,110,4,2377,0,2106,12.9,N,104,132,I
30027,PROD030027,NOM_PROD30027,DES_PROD30027,3,2,325,1,3930,0,3342,17.6,S,308,390,A
30028,PROD030028,NOM_PROD30028,DES_PROD30028,4,2,177,5,4238,0,3773,12.34,N,168,212,I
30029,PROD030029,NOM_PROD30029,DES_PROD30029,1,3,464,1,5215,0,4661,11.9,S,440,556,I
30030,PROD030030,NOM_PROD30030,DES_PROD30030,4,2,35,1,3716,0,3368,10.34,S,33,42,A
30031,PROD030031,NOM_PROD30031,DES_PROD30031,3,1,405,2,4049,0,3629,11.58,S,384,486,A
30032,PROD030032,NOM_PROD30032,DES_PROD30032,1,3,198,1,3855,0,3314,16.33,S,188,237,I
30033,PROD030033,NOM_PROD30033,DES_PROD30033,5,3,127,2,5125,0,4508,13.7,S,120,152,A
30034,PROD030034,NOM_PROD30034,DES_PROD30034,1,1,18,1,5472,0,4670,17.19,S,17,21,I
30035,PROD030035,NOM_PROD30035,DES_PROD30035,1,2,309,4,5018,0,4551,10.28,S,293,370,A
30036,PROD030036,NOM_PROD30036,DES_PROD30036,5,3,455,3,3258,0,2912,11.89,S,432,546,I
30037,PROD030037,NOM_PROD30037,DES_PROD30037,3,1,208,3,5483,0,4816,13.87,S,197,249,I
30038,PROD030038,NOM_PROD30038,DES_PROD30038,1,3,121,2,4517,0,4040,11.83,S,114,145,I
30039,PROD030039,NOM_PROD30039,DES_PROD30039,1,2,51,4,3183,0,2653,20.0,N,48,61,A
30040,PROD030040,NOM_PROD30040,DES_PROD30040,4,1,356,4,5395,0,4668,15.58,N,338,427,A
30041,PROD030041,NOM_PROD30041,DES_PROD30041,5,2,365,5,2871,0,2478,15.89,N,346,438,A
30042,PROD030042,NOM_PROD30042,DES_PROD30042,1,3,449,5,2495,0,2217,12.54,S,426,538,I
30043,PROD030043,NOM_PROD30043,DES_PROD30043,2,3,246,1,4249,0,3847,10.47,N,233,295,A
30044,PROD030044,NOM_PROD30044,DES_PROD30044,4,1,19,3,3040,0,2751,10.52,S,18,22,I
30045,PROD030045,NOM_PROD30045,DES_PROD30045,3,2,348,3,3311,0,2854,16.03,S,330,417,I
30046,PROD030046,NOM_PROD30046,DES_PROD30046,4,1,179,3,5189,0,4376,18.58,N,170,214,A
30047,PROD030047,NOM_PROD30047,DES_PROD30047,3,2,223,3,5143,0,4615,11.46,S,211,267,A
30048,PROD030048,NOM_PROD30048,DES_PROD30048,3,1,9,2,3541,0,3110,13.89,S,8,10,A
30049,PROD030049,NOM_PROD30049,DES_PROD30049,1,1,430,1,5838,0,4966,17.56,N,408,516,A
30050,PROD030050,NOM_PROD30050,DES_PROD30050,3,1,163,1,2658,0,2248,18.25,N,154,195,A
30051,PROD030051,NOM_PROD30051,DES_PROD30051,2,3,130,5,4928,0,4410,11.76,N,123,156,A
30052,PROD030052,NOM_PROD30052,DES_PROD30052,3,2,269,2,3317,0,2984,11.16,S,255,322,A
30053,PROD030053,NOM_PROD30053,DES_PROD30053,2,3,118,1,3839,0,3268,17.49,N,112,141,A
30054,PROD030054,NOM_PROD30054,DES_PROD30054,5,1,424,1,3027,0,2702,12.04,N,402,508,I
30055,PROD030055,NOM_PROD30055,DES_PROD30055,4,1,93,2,4719,0,4141,13.96,S,88,111,I
30056,PROD030056,NOM_PROD30056,DES_PROD30056,1,3,176,1,4064,0,3397,19.65,S,167,211,I
30057,PROD030057,NOM_PROD30057,DES_PROD30057,5,2,153,3,5189,0,4589,13.09,S,145,183,A
30058,PROD030058,NOM_PROD30058,DES_PROD30058,2,1,487,2,2840,0,2438,16.49,S,462,584,A
30059,PROD030059,NOM_PROD30059,DES_PROD30059,5,1,323,1,2601,0,2196,18.45,N,306,387,A
30060,PROD030060,NOM_PROD30060,DES_PROD30060,5,3,56,2,3331,0,2896,15.04,S,53,67,I
30061,PROD030061,NOM_PROD30061,DES_PROD30061,3,1,40,2,2282,0,1953,16.88,N,38,48,I
30062,PROD030062,NOM_PROD30062,DES_PROD30062,5,1,481,5,2281,0,2049,11.34,N,456,577,A
30063,PROD030063,NOM_PROD30063,DES_PROD30063,1,3,345,1,5437,0,4912,10.7,N,327,414,I
30064,PROD030064,NOM_PROD30064,DES_PROD30064,1,1,415,2,2788,0,2333,19.53,S,394,498,A
30065,PROD030065,NOM_PROD30065,DES_PROD30065,4,1,83,5,4738,0,3955,19.81,S,78,99,I
30066,PROD030066,NOM_PROD30066,DES_PROD30066,4,1,322,5,3987,0,3531,12.94,N,305,386,I
30067,PROD030067,NOM_PROD30067,DES_PROD30067,2,1,221,1,3920,0,3492,12.27,S,209,265,I
30068,PROD030068,NOM_PROD30068,DES_PROD30068,4,1,452,1,2830,0,2364,19.75,S,429,542,A
30069,PROD030069,NOM_PROD30069,DES_PROD30069,3,3,389,3,3417,0,3070,11.31,S,369,466,I
30070,PROD030070,NOM_PROD30070,DES_PROD30070,3,1,82,2,2741,0,2369,15.71,N,77,98,I
30071,PROD030071,NOM_PROD30071,DES_PROD30071,1,2,478,1,3188,0,2681,18.92,S,454,573,I
30072,PROD030072,NOM_PROD30072,DES_PROD30072,3,1,342,3,5590,0,4744,17.85,S,324,410,A
30073,PROD030073,NOM_PROD30073,DES_PROD30073,3,1,271,5,3019,0,2566,17.66,N,257,325,I
30074,PROD030074,NOM_PROD30074,DES_PROD30074,3,1,347,3,5230,0,4573,14.37,S,329,416,I
30075,PROD030075,NOM_PROD30075,DES_PROD30075,4,1,425,4,2356,0,2010,17.23,S,403,510,A
30076,PROD030076,NOM_PROD30076,DES_PROD30076,3,3,184,2,3791,0,3211,18.09,N,174,220,I
30077,PROD030077,NOM_PROD30077,DES_PROD30077,5,3,5,2,4205,0,3655,15.07,S,4,6,A
30078,PROD030078,NOM_PROD30078,DES_PROD30078,2,3,82,2,4461,0,3821,16.76,N,77,98,A
30079,PROD030079,NOM_PROD30079,DES_PROD30079,2,1,271,1,2711,0,2402,12.89,N,257,325,I
30080,PROD030080,NOM_PROD30080,DES_PROD30080,1,1,391,1,2695,0,2388,12.89,S,371,469,A
30081,PROD030081,NOM_PROD30081,DES_PROD30081,3,1,369,2,4271,0,3752,13.85,N,350,442,I
30082,PROD030082,NOM_PROD30082,DES_PROD30082,4,3,132,3,2527,0,2171,16.43,S,125,158,A
30083,PROD030083,NOM_PROD30083,DES_PROD30083,2,1,213,2,3920,0,3274,19.74,S,202,255,I
30084,PROD030084,NOM_PROD30084,DES_PROD30084,5,2,159,1,3359,0,2970,13.1,S,151,190,A
30085,PROD030085,NOM_PROD30085,DES_PROD30085,2,2,286,2,4311,0,3919,10.01,S,271,343,I
30086,PROD030086,NOM_PROD30086,DES_PROD30086,1,3,408,3,2171,0,1893,14.7,S,387,489,A
30087,PROD030087,NOM_PROD30087,DES_PROD30087,5,1,246,1,4781,0,4171,14.64,S,233,295,I
30088,PROD030088,NOM_PROD30088,DES_PROD30088,3,3,51,2,4943,0,4217,17.22,N,48,61,A
30089,PROD030089,NOM_PROD30089,DES_PROD30089,1,1,38,1,5740,0,4854,18.27,N,36,45,I
30090,PROD030090,NOM_PROD30090,DES_PROD30090,1,3,442,2,4780,0,4196,13.92,N,419,530,I
30091,PROD030091,NOM_PROD30091,DES_PROD30091,5,3,119,5,4847,0,4337,11.76,N,113,142,I
30092,PROD030092,NOM_PROD30092,DES_PROD30092,5,1,87,5,4964,0,4266,16.38,N,82,104,I
30093,PROD030093,NOM_PROD30093,DES_PROD30093,3,3,98,5,3054,0,2708,12.8,S,93,117,I
30094,PROD030094,NOM_PROD30094,DES_PROD30094,3,1,394,1,3553,0,3207,10.8,N,374,472,I
30095,PROD030095,NOM_PROD30095,DES_PROD30095,1,2,40,3,3282,0,2871,14.35,S,38,48,I
30096,PROD030096,NOM_PROD30096,DES_PROD30096,5,3,110,3,3737,0,3389,10.28,N,104,132,I
30097,PROD030097,NOM_PROD30097,DES_PROD30097,4,1,25,2,2496,0,2263,10.3,N,23,30,A
30098,PROD030098,NOM_PROD30098,DES_PROD30098,2,3,53,2,3801,0,3214,18.28,N,50,63,I
30099,PROD030099,NOM_PROD30099,DES_PROD30099,3,3,212,4,4527,0,3820,18.52,S,201,254,A
30100,PROD030100,NOM_PROD30100,DES_PROD30100,3,3,433,3,3241,0,2802,15.7,N,411,519,I
30101,PROD030101,NOM_PROD30101,DES_PROD30101,4,3,395,4,5494,0,4611,19.17,S,375,474,I
30102,PROD030102,NOM_PROD30102,DES_PROD30102,2,3,160,4,5061,0,4582,10.47,N,152,192,A
30103,PROD030103,NOM_PROD30103,DES_PROD30103,2,3,17,4,5317,0,4700,13.13,N,16,20,I
30104,PROD030104,NOM_PROD30104,DES_PROD30104,2,3,462,5,3575,0,3128,14.32,N,438,554,A
30105,PROD030105,NOM_PROD30105,DES_PROD30105,2,3,154,1,3372,0,2884,16.93,N,146,184,I
30106,PROD030106,NOM_PROD30106,DES_PROD30106,3,2,296,1,3744,0,3175,17.93,S,281,355,A
30107,PROD030107,NOM_PROD30107,DES_PROD30107,5,2,376,4,4090,0,3538,15.61,S,357,451,A
30108,PROD030108,NOM_PROD30108,DES_PROD30108,5,3,144,1,3711,0,3268,13.57,S,136,172,I
30109,PROD030109,NOM_PROD30109,DES_PROD30109,1,2,118,4,3560,0,3178,12.04,N,112,141,I
30110,PROD030110,NOM_PROD30110,DES_PROD30110,4,2,48,4,2609,0,2246,16.17,N,45,57,I
30111,PROD030111,NOM_PROD30111,DES_PROD30111,4,2,203,4,5038,0,4245,18.69,S,192,243,A
30112,PROD030112,NOM_PROD30112,DES_PROD30112,1,1,483,2,3798,0,3338,13.79,S,458,579,A
30113,PROD030113,NOM_PROD30113,DES_PROD30113,5,1,77,3,3369,0,2966,13.59,S,73,92,A
30114,PROD030114,NOM_PROD30114,DES_PROD30114,1,1,426,2,2835,0,2377,19.31,S,404,511,I
30115,PROD030115,NOM_PROD30115,DES_PROD30115,4,1,26,3,3206,0,2744,16.86,N,24,31,I
30116,PROD030116,NOM_PROD30116,DES_PROD30116,4,1,232,2,3438,0,3091,11.24,S,220,278,I
30117,PROD030117,NOM_PROD30117,DES_PROD30117,3,1,452,3,5551,0,4949,12.18,N,429,542,I
30118,PROD030118,NOM_PROD30118,DES_PROD30118,1,2,350,2,3145,0,2725,15.42,N,332,420,I
30119,PROD030119,NOM_PROD30119,DES_PROD30119,4,3,161,5,5367,0,4542,18.18,S,152,193,I
30120,PROD030120,NOM_PROD30120,DES_PROD30120,5,1,12,3,3104,0,2819,10.13,N,11,14,I
30121,PROD030121,NOM_PROD30121,DES_PROD30121,2,2,476,4,4442,0,3922,13.27,N,452,571,I
30122,PROD030122,NOM_PROD30122,DES_PROD30122,4,1,485,1,3172,0,2852,11.24,S,460,582,A
30123,PROD030123,NOM_PROD30123,DES_PROD30123,3,2,120,4,4890,0,4130,18.42,N,114,144,A
30124,PROD030124,NOM_PROD30124,DES_PROD30124,1,1,307,5,4108,0,3476,18.2,N,291,368,A
30125,PROD030125,NOM_PROD30125,DES_PROD30125,5,3,38,5,5034,0,4242,18.68,S,36,45,A
30126,PROD030126,NOM_PROD30126,DES_PROD30126,4,1,443,3,5142,0,4421,16.33,N,420,531,I
30127,PROD030127,NOM_PROD30127,DES_PROD30127,1,3,185,3,3039,0,2695,12.77,S,175,222,I
30128,PROD030128,NOM_PROD30128,DES_PROD30128,3,1,163,3,2895,0,2469,17.29,N,154,195,I
30129,PROD030129,NOM_PROD30129,DES_PROD30129,2,1,166,1,5135,0,4447,15.49,S,157,199,A
30130,PROD030130,NOM_PROD30130,DES_PROD30130,5,3,454,3,4313,0,3610,19.49,N,431,544,I
30131,PROD030131,NOM_PROD30131,DES_PROD30131,1,3,245,1,3726,0,3123,19.31,N,232,294,I
30132,PROD030132,NOM_PROD30132,DES_PROD30132,3,1,231,1,2438,0,2170,12.39,N,219,277,I
30133,PROD030133,NOM_PROD30133,DES_PROD30133,2,1,443,5,2924,0,2578,13.43,N,420,531,I
30134,PROD030134,NOM_PROD30134,DES_PROD30134,1,1,51,4,2534,0,2245,12.89,N,48,61,A
30135,PROD030135,NOM_PROD30135,DES_PROD30135,3,3,324,1,2363,0,2086,13.29,N,307,388,A
30136,PROD030136,NOM_PROD30136,DES_PROD30136,2,1,259,3,5398,0,4500,19.97,N,246,310,I
30137,PROD030137,NOM_PROD30137,DES_PROD30137,2,3,178,4,4001,0,3621,10.52,S,169,213,I
30138,PROD030138,NOM_PROD30138,DES_PROD30138,5,2,469,4,2984,0,2635,13.28,S,445,562,I
30139,PROD030139,NOM_PROD30139,DES_PROD30139,5,3,340,5,2897,0,2585,12.1,S,323,408,I
30140,PROD030140,NOM_PROD30140,DES_PROD30140,3,2,420,5,2629,0,2312,13.72,N,399,504,A
30141,PROD030141,NOM_PROD30141,DES_PROD30141,1,2,22,2,5866,0,4988,17.62,N,20,26,I
30142,PROD030142,NOM_PROD30142,DES_PROD30142,5,2,489,4,5507,0,4907,12.23,S,464,586,A
30143,PROD030143,NOM_PROD30143,DES_PROD30143,5,2,256,3,3319,0,2799,18.59,S,243,307,I
30144,PROD030144,NOM_PROD30144,DES_PROD30144,5,2,33,3,4278,0,3829,11.73,S,31,39,I
30145,PROD030145,NOM_PROD30145,DES_PROD30145,4,1,475,1,5479,0,4717,16.17,S,451,570,A
30146,PROD030146,NOM_PROD30146,DES_PROD30146,1,3,8,4,4374,0,3684,18.74,N,7,9,A
30147,PROD030147,NOM_PROD30147,DES_PROD30147,1,2,363,1,2284,0,1948,17.29,S,344,435,A
30148,PROD030148,NOM_PROD30148,DES_PROD30148,5,3,167,2,4927,0,4414,11.64,N,158,200,A
30149,PROD030149,NOM_PROD30149,DES_PROD30149,5,1,326,4,4604,0,3906,17.88,N,309,391,A
30150,PROD030150,NOM_PROD30150,DES_PROD30150,3,3,422,4,4127,0,3606,14.45,N,400,506,A
30151,PROD030151,NOM_PROD30151,DES_PROD30151,2,3,227,2,5049,0,4370,15.56,N,215,272,A
30152,PROD030152,NOM_PROD30152,DES_PROD30152,1,3,33,5,5353,0,4604,16.28,S,31,39,I
30153,PROD030153,NOM_PROD30153,DES_PROD30153,5,3,228,5,2846,0,2374,19.91,N,216,273,A
30154,PROD030154,NOM_PROD30154,DES_PROD30154,4,1,390,2,3090,0,2747,12.5,N,370,468,I
30155,PROD030155,NOM_PROD30155,DES_PROD30155,3,3,307,1,4457,0,3875,15.04,S,291,368,A
30156,PROD030156,NOM_PROD30156,DES_PROD30156,1,3,246,1,2821,0,2461,14.66,N,233,295,A
30157,PROD030157,NOM_PROD30157,DES_PROD30157,1,3,73,2,5525,0,4974,11.09,S,69,87,A
30158,PROD030158,NOM_PROD30158,DES_PROD30158,5,1,364,3,3100,0,2662,16.46,N,345,436,A
30159,PROD030159,NOM_PROD30159,DES_PROD30159,4,1,234,1,3484,0,3060,13.88,S,222,280,I
30160,PROD030160,NOM_PROD30160,DES_PROD30160,5,2,191,2,3635,0,3288,10.56,S,181,229,A
30161,PROD030161,NOM_PROD30161,DES_PROD30161,1,3,204,4,2878,0,2578,11.66,N,193,244,A
30162,PROD030162,NOM_PROD30162,DES_PROD30162,3,2,6,3,5522,0,4696,17.6,N,5,7,A
30163,PROD030163,NOM_PROD30163,DES_PROD30163,5,1,419,3,5016,0,4332,15.8,N,398,502,A
30164,PROD030164,NOM_PROD30164,DES_PROD30164,3,2,331,5,2781,0,2328,19.46,S,314,397,A
30165,PROD030165,NOM_PROD30165,DES_PROD30165,3,2,19,5,2839,0,2519,12.71,N,18,22,A
30166,PROD030166,NOM_PROD30166,DES_PROD30166,5,1,324,1,2695,0,2302,17.09,S,307,388,I
30167,PROD030167,NOM_PROD30167,DES_PROD30167,2,3,153,4,4559,0,3862,18.05,N,145,183,I
30168,PROD030168,NOM_PROD30168,DES_PROD30168,4,3,367,5,4995,0,4181,19.48,N,348,440,A
30169,PROD030169,NOM_PROD30169,DES_PROD30169,2,1,76,3,3218,0,2765,16.4,S,72,91,I
30170,PROD030170,NOM_PROD30170,DES_PROD30170,5,2,86,2,3690,0,3282,12.45,S,81,103,I
30171,PROD030171,NOM_PROD30171,DES_PROD30171,2,3,102,5,5297,0,4533,16.87,S,96,122,A
30172,PROD030172,NOM_PROD30172,DES_PROD30172,1,2,84,5,2319,0,1972,17.64,S,79,100,I
30173,PROD030173,NOM_PROD30173,DES_PROD30173,3,1,330,1,4164,0,3633,14.62,S,313,396,A
30174,PROD030174,NOM_PROD30174,DES_PROD30174,2,1,450,2,2993,0,2664,12.37,S,427,540,A
30175,PROD030175,NOM_PROD30175,DES_PROD30175,2,1,63,1,2363,0,2125,11.24,N,59,75,A
30176,PROD030176,NOM_PROD30176,DES_PROD30176,2,2,134,3,3767,0,3339,12.82,S,127,160,A
30177,PROD030177,NOM_PROD30177,DES_PROD30177,2,2,209,5,3096,0,2769,11.84,N,198,250,I
30178,PROD030178,NOM_PROD30178,DES_PROD30178,5,2,216,3,4683,0,4208,11.29,N,205,259,A
30179,PROD030179,NOM_PROD30179,DES_PROD30179,3,1,454,5,2188,0,1916,14.22,N,431,544,A
30180,PROD030180,NOM_PROD30180,DES_PROD30180,5,2,408,2,4157,0,3501,18.74,N,387,489,A
30181,PROD030181,NOM_PROD30181,DES_PROD30181,5,2,323,3,2749,0,2409,14.13,N,306,387,A
30182,PROD030182,NOM_PROD30182,DES_PROD30182,2,2,177,1,3192,0,2790,14.43,N,168,212,A
30183,PROD030183,NOM_PROD30183,DES_PROD30183,4,3,440,5,2644,0,2241,17.99,N,418,528,A
30184,PROD030184,NOM_PROD30184,DES_PROD30184,5,3,91,5,5247,0,4614,13.73,S,86,109,A
30185,PROD030185,NOM_PROD30185,DES_PROD30185,3,3,287,5,4859,0,4302,12.96,S,272,344,I
30186,PROD030186,NOM_PROD30186,DES_PROD30186,1,2,45,2,5027,0,4411,13.97,N,42,54,I
30187,PROD030187,NOM_PROD30187,DES_PROD30187,4,3,114,2,5574,0,4713,18.27,N,108,136,A
30188,PROD030188,NOM_PROD30188,DES_PROD30188,5,2,128,1,3524,0,3084,14.29,S,121,153,I
30189,PROD030189,NOM_PROD30189,DES_PROD30189,3,1,91,1,5616,0,4906,14.49,N,86,109,A
30190,PROD030190,NOM_PROD30190,DES_PROD30190,2,2,313,4,5317,0,4772,11.43,N,297,375,A
30191,PROD030191,NOM_PROD30191,DES_PROD30191,4,1,80,1,2288,0,1926,18.83,N,76,96,I
30192,PROD030192,NOM_PROD30192,DES_PROD30192,4,3,415,5,4563,0,3957,15.32,S,394,498,I
30193,PROD030193,NOM_PROD30193,DES_PROD30193,2,2,378,3,2861,0,2528,13.21,S,359,453,I
30194,PROD030194,NOM_PROD30194,DES_PROD30194,4,3,168,3,3426,0,3027,13.2,S,159,201,A
30195,PROD030195,NOM_PROD30195,DES_PROD30195,2,1,97,2,2579,0,2172,18.77,N,92,116,A
30196,PROD030196,NOM_PROD30196,DES_PROD30196,4,1,46,5,4475,0,3854,16.13,N,43,55,I
30197,PROD030197,NOM_PROD30197,DES_PROD30197,1,3,209,1,4456,0,3725,19.65,N,198,250,A
30198,PROD030198,NOM_PROD30198,DES_PROD30198,1,1,406,1,5259,0,4411,19.24,S,385,487,I
30199,PROD030199,NOM_PROD30199,DES_PROD30199,1,3,259,5,4391,0,3865,13.63,N,246,310,I
30200,PROD030200,NOM_PROD30200,DES_PROD30200,3,2,178,4,3937,0,3512,12.11,S,169,213,A
30201,PROD030201,NOM_PROD30201,DES_PROD30201,1,1,152,3,3233,0,2898,11.56,N,144,182,A
30202,PROD030202,NOM_PROD30202,DES_PROD30202,4,3,417,4,3513,0,3006,16.88,N,396,500,I
30203,PROD030203,NOM_PROD30203,DES_PROD30203,1,2,140,4,3590,0,3068,17.04,S,133,168,A
30204,PROD030204,NOM_PROD30204,DES_PROD30204,3,2,301,5,2267,0,1929,17.57,N,285,361,I
30205,PROD030205,NOM_PROD30205,DES_PROD30205,3,1,47,1,2970,0,2562,15.95,N,44,56,A
30206,PROD030206,NOM_PROD30206,DES_PROD30206,2,3,35,1,2326,0,2051,13.42,N,33,42,A
30207,PROD030207,NOM_PROD30207,DES_PROD30207,1,1,451,5,2826,0,2447,15.52,S,428,541,I
30208,PROD030208,NOM_PROD30208,DES_PROD30208,2,2,47,2,3711,0,3203,15.88,S,44,56,I
30209,PROD030209,NOM_PROD30209,DES_PROD30209,4,3,157,5,3611,0,3149,14.69,N,149,188,A
30210,PROD030210,NOM_PROD30210,DES_PROD30210,5,1,352,4,3093,0,2681,15.37,S,334,422,A
30211,PROD030211,NOM_PROD30211,DES_PROD30211,1,1,392,3,2237,0,1952,14.65,S,372,470,A
30212,PROD030212,NOM_PROD30212,DES_PROD30212,5,2,458,3,5630,0,4792,17.5,N,435,549,I
30213,PROD030213,NOM_PROD30213,DES_PROD30213,2,3,105,3,3114,0,2718,14.6,S,99,126,I
30214,PROD030214,NOM_PROD30214,DES_PROD30214,2,3,270,5,3940,0,3449,14.26,N,256,324,A
30215,PROD030215,NOM_PROD30215,DES_PROD30215,5,2,280,4,3660,0,3286,11.39,N,266,336,I
30216,PROD030216,NOM_PROD30216,DES_PROD30216,5,3,260,4,4454,0,3884,14.69,N,247,312,A
30217,PROD030217,NOM_PROD30217,DES_PROD30217,2,3,378,2,4542,0,3810,19.23,N,359,453,A
30218,PROD030218,NOM_PROD30218,DES_PROD30218,3,1,49,2,2487,0,2081,19.54,S,46,58,I
30219,PROD030219,NOM_PROD30219,DES_PROD30219,4,3,493,3,2755,0,2396,15.0,N,468,591,I
30220,PROD030220,NOM_PROD30220,DES_PROD30220,5,1,466,2,3759,0,3264,15.19,S,442,559,A
30221,PROD030221,NOM_PROD30221,DES_PROD30221,3,1,417,4,4298,0,3702,16.11,N,396,500,I
30222,PROD030222,NOM_PROD30222,DES_PROD30222,2,1,124,1,5469,0,4577,19.5,S,117,148,I
30223,PROD030223,NOM_PROD30223,DES_PROD30223,1,2,72,5,3928,0,3481,12.85,N,68,86,I
30224,PROD030224,NOM_PROD30224,DES_PROD30224,5,1,355,3,4488,0,4073,10.21,N,337,426,A
30225,PROD030225,NOM_PROD30225,DES_PROD30225,1,2,87,5,5577,0,4981,11.97,S,82,104,A
30226,PROD030226,NOM_PROD30226,DES_PROD30226,4,1,104,5,2325,0,2084,11.61,S,98,124,I
30227,PROD030227,NOM_PROD30227,DES_PROD30227,1,1,96,4,2845,0,2497,13.96,S,91,115,A
30228,PROD030228,NOM_PROD30228,DES_PROD30228,1,3,349,2,4028,0,3527,14.22,S,331,418,I
30229,PROD030229,NOM_PROD30229,DES_PROD30229,1,1,39,4,4714,0,4186,12.63,S,37,46,I
30230,PROD030230,NOM_PROD30230,DES_PROD30230,4,3,70,4,2885,0,2530,14.05,S,66,84,A
30231,PROD030231,NOM_PROD30231,DES_PROD30231,3,3,284,1,2966,0,2514,17.99,N,269,340,I
30232,PROD030232,NOM_PROD30232,DES_PROD30232,3,2,462,4,2643,0,2229,18.59,N,438,554,A
30233,PROD030233,NOM_PROD30233,DES_PROD30233,4,2,433,3,2295,0,2071,10.86,N,411,519,I
30234,PROD030234,NOM_PROD30234,DES_PROD30234,3,3,35,3,2134,0,1899,12.39,S,33,42,A
30235,PROD030235,NOM_PROD30235,DES_PROD30235,1,2,241,3,5687,0,4903,16.01,N,228,289,A
30236,PROD030236,NOM_PROD30236,DES_PROD30236,1,2,432,2,4478,0,3745,19.58,N,410,518,I
30237,PROD030237,NOM_PROD30237,DES_PROD30237,3,3,157,3,3916,0,3470,12.88,S,149,188,A
30238,PROD030238,NOM_PROD30238,DES_PROD30238,4,2,19,3,5466,0,4761,14.82,S,18,22,I
30239,PROD030239,NOM_PROD30239,DES_PROD30239,4,1,303,3,2331,0,2108,10.62,N,287,363,A
30240,PROD030240,NOM_PROD30240,DES_PROD30240,2,1,325,5,3674,0,3315,10.83,S,308,390,A
30241,PROD030241,NOM_PROD30241,DES_PROD30241,4,2,231,3,2277,0,1907,19.41,S,219,277,I
30242,PROD030242,NOM_PROD30242,DES_PROD30242,4,1,107,1,2643,0,2396,10.32,N,101,128,A
30243,PROD030243,NOM_PROD30243,DES_PROD30243,3,3,165,5,4813,0,4284,12.36,N,156,198,I
30244,PROD030244,NOM_PROD30244,DES_PROD30244,5,1,397,5,4749,0,4313,10.13,N,377,476,A
30245,PROD030245,NOM_PROD30245,DES_PROD30245,5,3,91,2,3162,0,2873,10.07,S,86,109,I
