codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
40024,PROD040024,NOM_PROD40024,DES_PROD40024,5,3,421,3,3981,0,3578,11.29,N,399,505,I
40025,PROD040025,NOM_PROD40025,DES_PROD40025,5,3,412,5,4543,0,3859,17.75,S,391,494,I
40026,PROD040026,NOM_PROD40026,DES_PROD40026,1,3,53,5,3971,0,3491,13.75,S,50,63,A
40027,PROD040027,NOM_PROD40027,DES_PROD40027,5,1,79,2,4079,0,3671,11.12,S,75,94,I
40028,PROD040028,NOM_PROD40028,DES_PROD40028,1,3,282,1,4008,0,3445,16.37,N,267,338,A
40029,PROD040029,NOM_PROD40029,DES_PROD40029,4,3,329,4,3008,0,2720,10.6,N,312,394,A
40030,PROD040030,NOM_PROD40030,DES_PROD40030,3,2,101,5,5804,0,4994,16.22,S,95,121,I
40031,PROD040031,NOM_PROD40031,DES_PROD40031,3,2,496,1,3478,0,3150,10.43,S,471,595,I
40032,PROD040032,NOM_PROD40032,DES_PROD40032,4,2,417,3,4084,0,3548,15.13,S,396,500,A
40033,PROD040033,NOM_PROD40033,DES_PROD40033,3,1,274,3,3874,0,3250,19.2,S,260,328,A
40034,PROD040034,NOM_PROD40034,DES_PROD40034,1,1,478,5,3108,0,2714,14.52,N,454,573,I
40035,PROD040035,NOM_PROD40035,DES_PROD40035,4,3,383,2,2983,0,2529,17.99,S,363,459,I
40036,PROD040036,NOM_PROD40036,DES_PROD40036,4,3,8,2,2325,0,2028,14.69,S,7,9,I
40037,PROD040037,NOM_PROD40037,DES_PROD40037,1,1,384,2,5263,0,4513,16.63,N,364,460,I
40038,PROD040038,NOM_PROD40038,DES_PROD40038,2,2,418,3,4309,0,3612,19.31,S,397,501,A
40039,PROD040039,NOM_PROD40039,DES_PROD40039,2,2,9,2,4191,0,3720,12.68,N,8,10,I
40040,PROD040040,NOM_PROD40040,DES_PROD40040,5,1,212,5,4669,0,3949,18.24,N,201,254,I
40041,PROD040041,NOM_PROD40041,DES_PROD40041,1,1,10,2,4049,0,3385,19.63,S,9,12,A
40042,PROD040042,NOM_PROD40042,DES_PROD40042,5,3,64,3,3152,0,2783,13.29,N,60,76,I
40043,PROD040043,NOM_PROD40043,DES_PROD40043,1,2,118,3,4882,0,4326,12.86,N,112,141,I
40044,PROD040044,NOM_PROD40044,DES_PROD40044,4,2,128,3,4822,0,4040,19.38,N,121,153,A
40045,PROD040045,NOM_PROD40045,DES_PROD40045,5,1,361,5,5145,0,4659,10.45,N,342,433,I
40046,PROD040046,NOM_PROD40046,DES_PROD40046,1,2,187,4,4372,0,3853,13.48,N,177,224,A
40047,PROD040047,NOM_PROD40047,DES_PROD40047,1,3,259,4,4466,0,4017,11.18,S,246,310,A
40048,PROD040048,NOM_PROD40048,DES_PROD40048,1,2,328,4,4840,0,4119,17.52,S,311,393,A
40049,PROD040049,NOM_PROD40049,DES_PROD40049,4,1,420,2,4157,0,3713,11.98,N,399,504,A
40050,PROD040050,NOM_PROD40050,DES_PROD40050,1,1,10,1,3040,0,2714,12.03,N,9,12,I
40051,PROD040051,NOM_PROD40051,DES_PROD40051,3,3,432,2,3577,0,2991,19.6,S,410,518,A
40052,PROD040052,NOM_PROD40052,DES_PROD40052,2,2,482,4,5072,0,4368,16.14,S,457,578,I
40053,PROD040053,NOM_PROD40053,DES_PROD40053,2,3,105,1,2481,0,2074,19.64,N,99,126,A
40054,PROD040054,NOM_PROD40054,DES_PROD40054,4,3,307,3,5642,0,4833,16.75,N,291,368,A
40055,PROD040055,NOM_PROD40055,DES_PROD40055,1,3,37,3,4342,0,3648,19.04,S,35,44,A
40056,PROD040056,NOM_PROD40056,DES_PROD40056,4,1,212,2,4616,0,3912,18.0,S,201,254,A
40057,PROD040057,NOM_PROD40057,DES_PROD40057,4,1,308,1,2927,0,2617,11.85,S,292,369,I
40058,PROD040058,NOM_PROD40058,DES_PROD40058,3,3,36,1,2922,0,2461,18.74,S,34,43,A
40059,PROD040059,NOM_PROD40059,DES_PROD40059,3,1,382,3,2927,0,2545,15.01,S,362,458,I
40060,PROD040060,NOM_PROD40060,DES_PROD40060,2,3,489,2,2474,0,2190,12.97,N,464,586,I
40061,PROD040061,NOM_PROD40061,DES_PROD40061,4,2,387,5,2154,0,1937,11.25,N,367,464,A
40062,PROD040062,NOM_PROD40062,DES_PROD40062,2,3,209,4,4944,0,4465,10.74,S,198,250,I
40063,PROD040063,NOM_PROD40063,DES_PROD40063,2,2,181,5,5450,0,4673,16.64,S,171,217,A
40064,PROD040064,NOM_PROD40064,DES_PROD40064,2,2,330,3,4581,0,3917,16.96,S,313,396,I
40065,PROD040065,NOM_PROD40065,DES_PROD40065,1,2,484,4,2320,0,2027,14.46,N,459,580,I
40066,PROD040066,NOM_PROD40066,DES_PROD40066,2,2,73,3,5738,0,4793,19.73,N,69,87,I
40067,PROD040067,NOM_PROD40067,DES_PROD40067,3,1,45,1,4134,0,3676,12.46,N,42,54,I
40068,PROD040068,NOM_PROD40068,DES_PROD40068,2,2,189,1,5626,0,4730,18.95,S,179,226,A
40069,PROD040069,NOM_PROD40069,DES_PROD40069,4,2,39,4,3500,0,3152,11.07,S,37,46,A
40070,PROD040070,NOM_PROD40070,DES_PROD40070,5,1,143,5,4559,0,3874,17.7,S,135,171,A
40071,PROD040071,NOM_PROD40071,DES_PROD40071,2,3,343,5,5277,0,4490,17.55,S,325,411,I
40072,PROD040072,NOM_PROD40072,DES_PROD40072,1,1,105,5,2302,0,1939,18.77,S,99,126,I
40073,PROD040073,NOM_PROD40073,DES_PROD40073,1,2,216,2,4168,0,3641,14.5,N,205,259,A
40074,PROD040074,NOM_PROD40074,DES_PROD40074,1,2,128,1,3071,0,2657,15.61,S,121,153,I
40075,PROD040075,NOM_PROD40075,DES_PROD40075,3,2,467,2,2998,0,2576,16.4,N,443,560,I
40076,PROD040076,NOM_PROD40076,DES_PROD40076,4,1,359,4,3387,0,3039,11.48,S,341,430,A
40077,PROD040077,NOM_PROD40077,DES_PROD40077,1,3,436,2,3965,0,3460,14.62,S,414,523,A
40078,PROD040078,NOM_PROD40078,DES_PROD40078,5,3,469,5,3091,0,2786,10.96,N,445,562,I
40079,PROD040079,NOM_PROD40079,DES_PROD40079,1,1,30,5,2513,0,2188,14.87,N,28,36,A
40080,PROD040080,NOM_PROD40080,DES_PROD40080,3,3,54,3,5197,0,4693,10.76,N,51,64,I
40081,PROD040081,NOM_PROD40081,DES_PROD40081,3,2,496,3,5129,0,4656,10.17,S,471,595,A
40082,PROD040082,NOM_PROD40082,DES_PROD40082,2,1,321,4,3776,0,3428,10.16,N,304,385,I
40083,PROD040083,NOM_PROD40083,DES_PROD40083,3,3,470,2,2876,0,2415,19.1,S,446,564,I
40084,PROD040084,NOM_PROD40084,DES_PROD40084,2,3,17,4,5399,0,4744,13.81,S,16,20,A
40085,PROD040085,NOM_PROD40085,DES_PROD40085,1,1,251,4,4609,0,4123,11.79,N,238,301,A
40086,PROD040086,NOM_PROD40086,DES_PROD40086,3,1,34,2,3123,0,2698,15.77,N,32,40,I
40087,PROD040087,NOM_PROD40087,DES_PROD40087,1,3,42,4,4433,0,3823,15.96,S,39,50,I
40088,PROD040088,NOM_PROD40088,DES_PROD40088,2,3,424,3,3594,0,3128,14.92,N,402,508,I
40089,PROD040089,NOM_PROD40089,DES_PROD40089,1,1,278,2,3370,0,2903,16.12,S,264,333,A
40090,PROD040090,NOM_PROD40090,DES_PROD40090,4,2,408,2,4366,0,3918,11.44,N,387,489,I
40091,PROD040091,NOM_PROD40091,DES_PROD40091,4,2,259,4,2367,0,2114,11.97,S,246,310,I
40092,PROD040092,NOM_PROD40092,DES_PROD40092,3,1,115,5,5023,0,4420,13.66,S,109,138,I
40093,PROD040093,NOM_PROD40093,DES_PROD40093,4,2,188,5,4781,0,4031,18.62,S,178,225,A
40094,PROD040094,NOM_PROD40094,DES_PROD40094,2,3,41,2,4535,0,3852,17.74,N,38,49,A
40095,PROD040095,NOM_PROD40095,DES_PROD40095,4,3,411,5,5490,0,4943,11.08,N,390,493,A
40096,PROD040096,NOM_PROD40096,DES_PROD40096,1,2,468,4,4569,0,3865,18.23,S,444,561,A
40097,PROD040097,NOM_PROD40097,DES_PROD40097,4,3,372,3,3525,0,2946,19.66,S,353,446,A
40098,PROD040098,NOM_PROD40098,DES_PROD40098,5,1,59,2,5580,0,4714,18.38,N,56,70,A
40099,PROD040099,NOM_PROD40099,DES_PROD40099,4,2,297,5,2754,0,2335,17.98,S,282,356,A
40100,PROD040100,NOM_PROD40100,DES_PROD40100,2,3,421,4,2801,0,2465,13.64,S,399,505,I
40101,PROD040101,NOM_PROD40101,DES_PROD40101,2,2,62,1,3235,0,2743,17.95,S,58,74,A
40102,PROD040102,NOM_PROD40102,DES_PROD40102,1,3,283,5,4843,0,4307,12.45,S,268,339,A
40103,PROD040103,NOM_PROD40103,DES_PROD40103,2,1,233,4,3176,0,2763,14.96,S,221,279,A
40104,PROD040104,NOM_PROD40104,DES_PROD40104,5,1,120,4,4184,0,3628,15.34,N,114,144,A
40105,PROD040105,NOM_PROD40105,DES_PROD40105,5,2,347,1,2880,0,2563,12.37,N,329,416,A
40106,PROD040106,NOM_PROD40106,DES_PROD40106,2,3,397,2,3975,0,3521,12.9,N,377,476,I
40107,PROD040107,NOM_PROD40107,DES_PROD40107,1,3,62,4,2361,0,1986,18.92,N,58,74,I
40108,PROD040108,NOM_PROD40108,DES_PROD40108,1,1,314,2,2725,0,2430,12.18,N,298,376,I
40109,PROD040109,NOM_PROD40109,DES_PROD40109,3,2,482,5,5347,0,4741,12.8,S,457,578,A
40110,PROD040110,NOM_PROD40110,DES_PROD40110,1,2,42,4,3535,0,3119,13.35,N,39,50,I
40111,PROD040111,NOM_PROD40111,DES_PROD40111,2,3,126,3,3419,0,3046,12.27,S,119,151,I
40112,PROD040112,NOM_PROD40112,DES_PROD40112,1,1,485,2,4477,0,3840,16.59,S,460,582,I
40113,PROD040113,NOM_PROD40113,DES_PROD40113,5,3,372,1,5085,0,4445,14.41,N,353,446,A
40114,PROD040114,NOM_PROD40114,DES_PROD40114,4,3,153,5,4237,0,3618,17.12,N,145,183,A
40115,PROD040115,NOM_PROD40115,DES_PROD40115,5,3,130,2,3514,0,3178,10.59,S,123,156,A
40116,PROD040116,NOM_PROD40116,DES_PROD40116,4,1,416,1,4058,0,3480,16.63,N,395,499,A
40117,PROD040117,NOM_PROD40117,DES_PROD40117,3,1,78,2,5724,0,4840,18.27,S,74,93,I
40118,PROD040118,NOM_PROD40118,DES_PROD40118,2,1,157,5,3688,0,3101,18.93,S,149,188,A
40119,PROD040119,NOM_PROD40119,DES_PROD40119,4,2,140,1,2651,0,2371,11.83,N,133,168,I
40120,PROD040120,NOM_PROD40120,DES_PROD40120,4,3,297,5,3408,0,2852,19.51,N,282,356,A
40121,PROD040121,NOM_PROD40121,DES_PROD40121,1,3,337,5,5128,0,4412,16.25,N,320,404,I
40122,PROD040122,NOM_PROD40122,DES_PROD40122,5,2,36,5,3469,0,3003,15.55,S,34,43,I
40123,PROD040123,NOM_PROD40123,DES_PROD40123,5,2,153,3,3075,0,2590,18.75,S,145,183,I
40124,PROD040124,NOM_PROD40124,DES_PROD40124,4,1,406,3,2260,0,1927,17.32,S,385,487,A
40125,PROD040125,NOM_PROD40125,DES_PROD40125,2,3,215,1,3344,0,2879,16.18,N,204,258,A
40126,PROD040126,NOM_PROD40126,DES_PROD40126,4,2,172,5,3730,0,3196,16.71,N,163,206,A
40127,PROD040127,NOM_PROD40127,DES_PROD40127,4,2,397,2,4068,0,3578,13.7,N,377,476,I
40128,PROD040128,NOM_PROD40128,DES_PROD40128,3,1,496,3,3159,0,2797,12.95,N,471,595,I
40129,PROD040129,NOM_PROD40129,DES_PROD40129,2,1,14,2,4706,0,4162,13.08,S,13,16,A
40130,PROD040130,NOM_PROD40130,DES_PROD40130,3,1,285,2,5328,0,4575,16.46,N,270,342,I
40131,PROD040131,NOM_PROD40131,DES_PROD40131,2,1,74,2,5520,0,4917,12.27,N,70,88,A
40132,PROD040132,NOM_PROD40132,DES_PROD40132,4,3,56,5,4865,0,4155,17.1,S,53,67,A
40133,PROD040133,NOM_PROD40133,DES_PROD40133,3,1,13,2,2591,0,2305,12.42,N,12,15,A
40134,PROD040134,NOM_PROD40134,DES_PROD40134,1,2,497,3,3733,0,3201,16.62,N,472,596,I
40135,PROD040135,NOM_PROD40135,DES_PROD40135,4,1,105,5,3787,0,3442,10.04,S,99,126,I
40136,PROD040136,NOM_PROD40136,DES_PROD40136,2,2,423,3,2917,0,2451,19.04,S,401,507,A
40137,PROD040137,NOM_PROD40137,DES_PROD40137,4,1,37,2,3297,0,2990,10.3,N,35,44,A
40138,PROD040138,NOM_PROD40138,DES_PROD40138,1,1,479,3,3623,0,3202,13.16,N,455,574,I
40139,PROD040139,NOM_PROD40139,DES_PROD40139,5,3,166,3,5003,0,4323,15.73,N,157,199,I
40140,PROD040140,NOM_PROD40140,DES_PROD40140,5,2,182,4,5506,0,4885,12.72,S,172,218,I
40141,PROD040141,NOM_PROD40141,DES_PROD40141,5,1,144,3,2406,0,2050,17.41,S,136,172,A
40142,PROD040142,NOM_PROD40142,DES_PROD40142,1,2,154,5,5808,0,4876,19.13,N,146,184,A
40143,PROD040143,NOM_PROD40143,DES_PROD40143,5,1,156,5,5294,0,4811,10.04,S,148,187,A
40144,PROD040144,NOM_PROD40144,DES_PROD40144,3,3,333,3,3639,0,3141,15.87,S,316,399,A
40145,PROD040145,NOM_PROD40145,DES_PROD40145,3,1,117,3,5839,0,4918,18.73,N,111,140,I
40146,PROD040146,NOM_PROD40146,DES_PROD40146,1,1,381,2,4819,0,4243,13.58,N,361,457,A
40147,PROD040147,NOM_PROD40147,DES_PROD40147,5,2,482,3,3360,0,2990,12.39,N,457,578,A
40148,PROD040148,NOM_PROD40148,DES_PROD40148,3,2,88,1,4254,0,3763,13.07,S,83,105,A
40149,PROD040149,NOM_PROD40149,DES_PROD40149,1,1,471,2,2195,0,1892,16.03,N,447,565,I
40150,PROD040150,NOM_PROD40150,DES_PROD40150,2,2,190,5,4791,0,4218,13.59,N,180,228,I
40151,PROD040151,NOM_PROD40151,DES_PROD40151,5,1,443,4,4742,0,4231,12.1,S,420,531,I
40152,PROD040152,NOM_PROD40152,DES_PROD40152,2,3,444,3,2638,0,2218,18.94,N,421,532,A
40153,PROD040153,NOM_PROD40153,DES_PROD40153,1,2,207,4,4638,0,3909,18.65,N,196,248,A
40154,PROD040154,NOM_PROD40154,DES_PROD40154,5,1,234,5,5487,0,4576,19.91,S,222,280,I
40155,PROD040155,NOM_PROD40155,DES_PROD40155,5,2,363,5,2506,0,2192,14.37,S,344,435,A
40156,PROD040156,NOM_PROD40156,DES_PROD40156,3,3,458,3,4616,0,3984,15.87,S,435,549,A
40157,PROD040157,NOM_PROD40157,DES_PROD40157,3,1,341,3,2977,0,2553,16.61,S,323,409,A
40158,PROD040158,NOM_PROD40158,DES_PROD40158,1,3,290,1,4404,0,3729,18.11,S,275,348,I
40159,PROD040159,NOM_PROD40159,DES_PROD40159,1,1,448,4,5542,0,4868,13.86,S,425,537,I
40160,PROD040160,NOM_PROD40160,DES_PROD40160,3,2,358,4,3163,0,2825,11.99,N,340,429,A
40161,PROD040161,NOM_PROD40161,DES_PROD40161,1,2,65,4,4088,0,3535,15.65,S,61,78,A
40162,PROD040162,NOM_PROD40162,DES_PROD40162,3,1,386,1,4031,0,3616,11.49,S,366,463,I
40163,PROD040163,NOM_PROD40163,DES_PROD40163,3,2,10,3,2445,0,2068,18.25,N,9,12,A
40164,PROD040164,NOM_PROD40164,DES_PROD40164,5,2,436,1,4211,0,3597,17.08,N,414,523,I
40165,PROD040165,NOM_PROD40165,DES_PROD40165,3,1,86,2,3495,0,3105,12.57,N,81,103,I
40166,PROD040166,NOM_PROD40166,DES_PROD40166,1,3,138,3,4116,0,3489,17.99,S,131,165,A
40167,PROD040167,NOM_PROD40167,DES_PROD40167,4,3,43,4,4637,0,4196,10.52,S,40,51,I
40168,PROD040168,NOM_PROD40168,DES_PROD40168,4,3,287,1,3791,0,3194,18.71,N,272,344,I
40169,PROD040169,NOM_PROD40169,DES_PROD40169,1,3,323,5,3382,0,2921,15.8,S,306,387,A
40170,PROD040170,NOM_PROD40170,DES_PROD40170,1,3,148,4,3736,0,3366,11.01,N,140,177,A
40171,PROD040171,NOM_PROD40171,DES_PROD40171,4,1,428,5,4364,0,3953,10.42,N,406,513,A
40172,PROD040172,NOM_PROD40172,DES_PROD40172,4,3,214,2,2774,0,2349,18.1,N,203,256,A
40173,PROD040173,NOM_PROD40173,DES_PROD40173,2,1,254,1,2514,0,2169,15.95,S,241,304,I
40174,PROD040174,NOM_PROD40174,DES_PROD40174,1,2,227,5,2374,0,2105,12.79,N,215,272,I
40175,PROD040175,NOM_PROD40175,DES_PROD40175,4,1,31,3,3681,0,3183,15.66,S,29,37,A
40176,PROD040176,NOM_PROD40176,DES_PROD40176,4,3,64,5,2214,0,1962,12.86,N,60,76,I
40177,PROD040177,NOM_PROD40177,DES_PROD40177,4,1,21,5,4536,0,3963,14.48,S,19,25,I
40178,PROD040178,NOM_PROD40178,DES_PROD40178,2,2,448,5,4226,0,3623,16.65,S,425,537,A
40179,PROD040179,NOM_PROD40179,DES_PROD40179,1,2,53,2,3686,0,3219,14.51,N,50,63,A
40180,PROD040180,NOM_PROD40180,DES_PROD40180,3,2,297,5,4599,0,4071,12.97,N,282,356,I
40181,PROD040181,NOM_PROD40181,DES_PROD40181,4,1,292,5,3627,0,3263,11.17,N,277,350,I
40182,PROD040182,NOM_PROD40182,DES_PROD40182,4,2,464,3,5554,0,4985,11.42,S,440,556,I
40183,PROD040183,NOM_PROD40183,DES_PROD40183,5,1,449,4,3429,0,2860,19.92,S,426,538,I
40184,PROD040184,NOM_PROD40184,DES_PROD40184,2,2,330,5,5416,0,4776,13.41,S,313,396,A
40185,PROD040185,NOM_PROD40185,DES_PROD40185,2,1,88,2,3816,0,3429,11.31,N,83,105,A
40186,PROD040186,NOM_PROD40186,DES_PROD40186,2,2,238,3,4750,0,4168,13.97,N,226,285,I
40187,PROD040187,NOM_PROD40187,DES_PROD40187,2,1,433,5,5120,0,4493,13.97,S,411,519,A
40188,PROD040188,NOM_PROD40188,DES_PROD40188,3,3,415,5,3287,0,2957,11.19,S,394,498,I
40189,PROD040189,NOM_PROD40189,DES_PROD40189,3,1,227,5,4863,0,4385,10.91,S,215,272,I
40190,PROD040190,NOM_PROD40190,DES_PROD40190,4,2,129,1,5553,0,4644,19.59,N,122,154,I
40191,PROD040191,NOM_PROD40191,DES_PROD40191,2,2,140,5,4804,0,4325,11.08,S,133,168,A
40192,PROD040192,NOM_PROD40192,DES_PROD40192,5,3,410,5,2999,0,2632,13.95,S,389,492,I
40193,PROD040193,NOM_PROD40193,DES_PROD40193,1,2,157,4,3653,0,3238,12.83,N,149,188,I
40194,PROD040194,NOM_PROD40194,DES_PROD40194,4,2,423,5,5831,0,4898,19.05,N,401,507,A
40195,PROD040195,NOM_PROD40195,DES_PROD40195,4,3,454,1,5350,0,4727,13.2,N,431,544,A
40196,PROD040196,NOM_PROD40196,DES_PROD40196,2,3,245,3,2216,0,1968,12.62,S,232,294,A
40197,PROD040197,NOM_PROD40197,DES_PROD40197,1,1,346,2,3318,0,2771,19.76,S,328,415,I
40198,PROD040198,NOM_PROD40198,DES_PROD40198,1,3,41,4,4193,0,3694,13.51,S,38,49,I
40199,PROD040199,NOM_PROD40199,DES_PROD40199,1,1,183,1,3340,0,2963,12.74,S,173,219,I
40200,PROD040200,NOM_PROD40200,DES_PROD40200,2,2,148,4,3090,0,2585,19.54,S,140,177,A
40201,PROD040201,NOM_PROD40201,DES_PROD40201,5,1,275,3,2300,0,2000,15.01,N,261,330,I
40202,PROD040202,NOM_PROD40202,DES_PROD40202,3,3,88,5,5133,0,4402,16.62,S,83,105,I
40203,PROD040203,NOM_PROD40203,DES_PROD40203,3,1,246,3,5727,0,4782,19.78,N,233,295,I
40204,PROD040204,NOM_PROD40204,DES_PROD40204,3,1,398,5,5049,0,4359,15.84,N,378,477,I
40205,PROD040205,NOM_PROD40205,DES_PROD40205,4,1,93,5,3461,0,3008,15.07,S,88,111,A
40206,PROD040206,NOM_PROD40206,DES_PROD40206,4,3,18,4,5194,0,4487,15.77,N,17,21,I
40207,PROD040207,NOM_PROD40207,DES_PROD40207,3,1,291,4,5285,0,4464,18.41,S,276,349,I
40208,PROD040208,NOM_PROD40208,DES_PROD40208,4,2,499,5,4572,0,4120,10.98,N,474,598,I
40209,PROD040209,NOM_PROD40209,DES_PROD40209,4,1,89,1,2384,0,2016,18.27,S,84,106,I
40210,PROD040210,NOM_PROD40210,DES_PROD40210,2,3,359,2,2652,0,2349,12.94,S,341,430,A
40211,PROD040211,NOM_PROD40211,DES_PROD40211,4,1,316,1,4791,0,4321,10.9,N,300,379,A
40212,PROD040212,NOM_PROD40212,DES_PROD40212,5,2,181,1,5797,0,4891,18.54,S,171,217,A
40213,PROD040213,NOM_PROD40213,DES_PROD40213,5,2,17,5,4872,0,4146,17.52,N,16,20,A
40214,PROD040214,NOM_PROD40214,DES_PROD40214,4,3,95,1,4298,0,3606,19.2,N,90,114,A
40215,PROD040215,NOM_PROD40215,DES_PROD40215,1,3,57,2,4173,0,3745,11.44,S,54,68,I
40216,PROD040216,NOM_PROD40216,DES_PROD40216,4,3,348,5,4877,0,4415,10.47,S,330,417,I
40217,PROD040217,NOM_PROD40217,DES_PROD40217,2,2,31,3,3773,0,3150,19.79,N,29,37,A
40218,PROD040218,NOM_PROD40218,DES_PROD40218,5,2,404,4,4738,0,4000,18.47,N,383,484,A
40219,PROD040219,NOM_PROD40219,DES_PROD40219,4,2,207,1,5106,0,4604,10.92,S,196,248,A
40220,PROD040220,NOM_PROD40220,DES_PROD40220,5,2,95,2,3947,0,3309,19.3,S,90,114,I
40221,PROD040221,NOM_PROD40221,DES_PROD40221,2,2,21,4,4103,0,3694,11.09,N,19,25,A
40222,PROD040222,NOM_PROD40222,DES_PROD40222,3,1,146,4,3923,0,3348,17.18,S,138,175,A
40223,PROD040223,NOM_PROD40223,DES_PROD40223,2,1,491,5,2827,0,2390,18.31,S,466,589,I
40224,PROD040224,NOM_PROD40224,DES_PROD40224,5,1,15,1,2361,0,1985,18.98,N,14,18,I
40225,PROD040225,NOM_PROD40225,DES_PROD40225,3,3,325,4,5446,0,4736,15.0,S,308,390,A
40226,PROD040226,NOM_PROD40226,DES_PROD40226,1,1,426,2,2235,0,1927,16.02,S,404,511,A
40227,PROD040227,NOM_PROD40227,DES_PROD40227,4,1,264,5,5864,0,4983,17.7,N,250,316,A
40228,PROD040228,NOM_PROD40228,DES_PROD40228,1,3,273,5,5064,0,4447,13.88,S,259,327,I
40229,PROD040229,NOM_PROD40229,DES_PROD40229,4,1,114,2,2403,0,2183,10.12,N,108,136,I
40230,PROD040230,NOM_PROD40230,DES_PROD40230,2,2,314,3,3868,0,3516,10.02,N,298,376,A
40231,PROD040231,NOM_PROD40231,DES_PROD40231,2,3,418,3,4257,0,3628,17.34,S,397,501,A
40232,PROD040232,NOM_PROD40232,DES_PROD40232,2,2,433,1,4490,0,3838,17.01,S,411,519,I
40233,PROD040233,NOM_PROD40233,DES_PROD40233,3,3,12,4,5210,0,4599,13.3,N,11,14,I
40234,PROD040234,NOM_PROD40234,DES_PROD40234,3,3,310,2,3389,0,2826,19.95,N,294,372,A
40235,PROD040235,NOM_PROD40235,DES_PROD40235,3,2,200,2,4871,0,4185,16.41,N,190,240,A
40236,PROD040236,NOM_PROD40236,DES_PROD40236,1,2,221,1,2828,0,2424,16.69,S,209,265,I
40237,PROD040237,NOM_PROD40237,DES_PROD40237,3,1,313,3,3052,0,2584,18.12,S,297,375,A
40238,PROD040238,NOM_PROD40238,DES_PROD40238,3,1,107,1,2736,0,2381,14.94,S,101,128,I
40239,PROD040239,NOM_PROD40239,DES_PROD40239,3,1,30,5,2947,0,2478,18.93,N,28,36,I
40240,PROD040240,NOM_PROD40240,DES_PROD40240,4,2,129,4,5718,0,4890,16.94,N,122,154,I
40241,PROD040241,NOM_PROD40241,DES_PROD40241,4,3,82,2,2531,0,2199,15.13,S,77,98,I
40242,PROD040242,NOM_PROD40242,DES_PROD40242,3,1,393,3,4512,0,3915,15.27,S,373,471,I
40243,PROD040243,NOM_PROD40243,DES_PROD40243,4,3,268,5,5761,0,4850,18.8,S,254,321,I
40244,PROD040244,NOM_PROD40244,DES_PROD40244,5,2,171,3,2261,0,1950,15.97,N,162,205,A
40245,PROD040245,NOM_PROD40245,DES_PROD40245,5,1,314,4,4004,0,3345,19.72,N,298,376,A
